keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop
Best,OTHER,0.147000003,186,320,231,RT AmazonVideo: .transparent_tv wins #GoldenGlobes Best TV Musical or Comedy! Great job Amazon_Studios jillsoloway jeffreytambor http•À_,89,132,104
#KCA,HASHTAG,0.300000012,805,1255,961,RT NickelodeonTV: Not near a TV? Check out the live stream of #KCA thanks to AmazonFire!  https://t.co/oQL5yyPBbg,793,1227,944
http://t.co/ASbCLWHliM,LINK,0,280,309,289,Today we are rolling out Prime FREE Same-Day Delivery in 14 metro areas. #FreeSameDay http://t.co/ASbCLWHliMhttps://t.co/tGAxVCUs1n,164,146,157
#BlackFriday,HASHTAG,-2.28E-07,1065,1478,1192,The iPotty. 75% off #BlackFriday Deal http://t.co/q3AxoPBjb6 http://t.co/grhuG8zmJD,244,145,209
http://t.co/GE9TAhfRd8,LINK,0,1664,181,1144,Follow Amazon and retweet for a chance to win http://t.co/GE9TAhfRd8 Rules https://t.co/g6cLhO7tPW #AmazonSweeps http://t.co/zpAzOkJyNH,1664,181,1144
HemingWeigh Yoga Mat,OTHER,0.220775872,1029,122,711,RT Amazon3PSellers: Follow + RT for a chance to win a HemingWeigh Yoga Mathttp://t.co/eNdCN8iXpkhttp://t.co/srwC3LP7KE#AmazonSweeps htt•À_,1029,122,711
http://t.co/XGL0joMUmR,LINK,0,1135,128,782,Follow amazon and retweet for a chance to win http://t.co/XGL0joMUmR Rules http://t.co/EAchj7bkMn #AmazonSweeps http://t.co/qildCtw2Nx,1135,128,782
@AmazonFireTV,USERNAME,0,453,526,476,RT AmazonFireTV: We're giving away an Amazon Fire TV a Fire HD tablet and a gift cert. Follow us for updates on our giveaway happening 2/•À_,175,235,196
@NBA2K,USERNAME,0,1876,1659,1798,RT NBA2K: #NBA2K15 is partnering with amazongames for a 35-hour sale at $35 in honor of 35's return. #YourTimeHasCome KDTrey5 http://t.c•À_,1656,1286,1526
http://t.co/gwhVLBIXQp,LINK,0,2383,275,1645,RT amazongames: Day 4 of #12DaysofGiveaways:Follow &amp; RT for a chance to win #SuperSmashBros for #WiiU. http://t.co/gwhVLBIXQp http://t.co•À_,2383,275,1645
#CatastropheTV,HASHTAG,-0.005385522,808,2746,1468,RT catastrophe_tv: #CatastropheTV is here! Stream all episodes only on #AmazonPrime: http://t.co/N8hajnb6o7https://t.co/tCZsFkoNqd,164,767,375
http://t.co/X3WdeN2QqS,LINK,0,873,108,605,Follow amazon and retweet for a chance to win http://t.co/BMhqGEr7dk Rules http://t.co/leojND6tGx #AmazonSweeps http://t.co/X3WdeN2QqS,873,108,605
love,OTHER,0.109744969,276,703,420,RT hey_khay: Nerd Alert: I love the beginning of a new month because that means another free Kindle Book through my Amazon Prime membershi•À_,41,168,85
http://t.co/h4m1TmlZTU,LINK,0,1391,161,960,Follow Amazon and RT for a chance to win http://t.co/kLVc3iAOaJ Rules: https://t.co/1TNAb4Koeg #AmazonSweeps http://t.co/h4m1TmlZTU,1391,161,960
http://t.co/NSYlpWJgT4,LINK,0,1400,173,970,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/gcgz8QJzx9 NoPurchNec http://t.co/NSYlpWJgT4 #giveaway http://t.co/A•À_,1400,173,970
celebrate,OTHER,0.163095245,743,1118,870,March is National Reading Month and we're going to celebrate by sharing 100 Books to Read in a Lifetime. #100Books,165,220,184
http://t.co/PoSNJifec0,LINK,0,1136,158,793,RT Amazon3PSellers: RT/Follow for a chance to win this Plugable Outlet/Charger! NoPurchNec #AmazonGiveaway Rules: http://t.co/PoSNJifec0 •À_,1136,158,793
http://t.co/fZCgXYAqTC,LINK,0,1636,245,1149,Follow Amazon and retweet for a chance to win http://t.co/fZCgXYAqTC Rules https://t.co/AFRt8Fmjr3 #AmazonSweeps http://t.co/qFPIp3nAia,1636,245,1149
http://t.co/XuUbfQ7L8p,LINK,0,1362,196,953,RT Amazon3PSellers: Follow + RT for a chance to win a GripGear Stabilizer!http://t.co/XuUbfQ7L8phttp://t.co/Wel8EtfB1m#AmazonSweeps htt•À_,1362,196,953
http://t.co/9YIEOHSKV6,LINK,0,997,143,698,Twix is in it for the win! RT for a chance to win this #CandyBracket #AmazonSweeps Rules: https://t.co/roi2BWGHav http://t.co/9YIEOHSKV6,997,143,698
11/10/15,OTHER,0,1087,865,1008,RT amazongames: Here it is: The #Fallout4 Pip-Boy Edition coming 11/10/15 for $119.99. PS4 link: http://t.co/eWsI65JvaI http://t.co/V3Wd•À_,947,720,867
http://t.co/b2QEGtHMB4,LINK,0,1337,161,925,Follow Amazon and retweet for a chance to win http://t.co/LAvGrZrJak Rules https://t.co/s1VhSQKD4X #AmazonSweeps http://t.co/b2QEGtHMB4,1337,161,925
http://t.co/vFe51zmj2M,LINK,0,1762,189,1211,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/ZbEPJr9LSb NoPurchNec http://t.co/vFe51zmj2M #giveaway http://t.co/U•À_,1762,189,1211
http://t.co/9J8NjPaACr,LINK,0,1132,130,781,Follow Amazon and retweet for a chance to win http://t.co/roPph393AW #AmazonSweeps Rules https://t.co/DruxqEitlO http://t.co/9J8NjPaACr,1132,130,781
http://t.co/D1vX1QNVgQ,LINK,0,2050,236,1415,Follow Amazon and RT for a chance to win http://t.co/D1vX1QNVgQ #AmazonSweeps Rules: https://t.co/7rHQyN9NpF http://t.co/ehstraxFhM,2050,236,1415
http://t.co/I2e23TnBvK,LINK,0,2103,290,1468,RT amazongames: Sackboy's back! Follow &amp; RT for a chance to win LittleBigPlanet 3 for #PS4 #12DaysOfGiveaways http://t.co/I2e23TnBvK http•À_,2103,290,1468
http://t.co/1Hl8MUoHKK,LINK,0,1501,160,1031,Follow Amazon and retweet for a chance to win http://t.co/1Hl8MUoHKK Rules https://t.co/iu7s1uOr8M #AmazonSweeps http://t.co/2Nirrf3f24,1501,160,1031
@StellaArtois,USERNAME,0.400000006,214,392,276,RT StellaArtois: This exclusive Chalice will give a woman clean water for 5 years. Reply #AmazonCart to help. http://t.co/DCn1EY7S4d https•À_,214,392,276
#Amazon,HASHTAG,5.92E-08,456,1015,647,RT LeeAnnWard1115: amazon So this just happened...yes I made a cake shaped like an Amazon box! Very special delivery! #Amazon #cakelove h•À_,207,540,323
http://t.co/SZrvmQDi6t,LINK,0,1354,227,959,Follow Amazon and retweet for a chance to win http://t.co/SZrvmQDi6t Rules https://t.co/B6mNHbRMLS #AmazonSweeps http://t.co/jQb31e2RY5,1354,227,959
http://t.co/iLhTpsCOr1,LINK,0,1578,158,1081,Follow amazon and retweet for a chance to win http://t.co/Nqk8rULbRv Rules http://t.co/iLhTpsCOr1 #AmazonSweeps http://t.co/wy3BCKyMMb,1578,158,1081
special delivery,OTHER,0,277,613,394,RT LeeAnnWard1115: amazon So this just happened...yes I made a cake shaped like an Amazon box! Very special delivery! #Amazon #cakelove h•À_,207,540,323
milkyway advances,OTHER,0.073591955,853,116,595,.milkyway advances in the #CandyBracket! Celebrate &amp; RT for a chance to win #AmazonSweeps https://t.co/gkxUs03nrK http://t.co/WszDE1HxKx,853,116,595
http://t.co/CV61ogvbnn,LINK,0,1468,183,1018,Follow Amazon and retweet for a chance to win http://t.co/CV61ogvbnn Rules https://t.co/2ZRIyxvqTW #AmazonSweeps http://t.co/E4vGPffQY4,1468,183,1018
http://t.co/16cDbC25A2,LINK,0,1521,219,1065,RT Amazon3PSellers: RT + Follow for a chance to win this bundle from jackeryinc! NoPurchNec #AmazonSweeps Rules: http://t.co/16cDbC25A2 h•À_,1521,219,1065
http://t.co/d87IpsWmVr,LINK,0,923,186,665,Retweet if this prize sounds sweet! Enter at this link for a chance to win: http://t.co/iGKhQRm43K NoPurchNec http://t.co/d87IpsWmVr,923,186,665
#NationalBestFriendsDay,HASHTAG,0.141906699,238,592,356,These best friends took on the world and Mr. Feeny #NationalBestFriendsDay http://t.co/szIi3R9PXz http://t.co/5KoNUyodp7,36,101,58
http://t.co/StF4qurRvl,LINK,0,282,459,343,RT amazongames: We're thrilled to be hosting #MKXonTwitch this Saturday  1pm PT! More details here: http://t.co/StF4qurRvl http://t.co/is•À_,282,459,343
http://t.co/ciOa40KCWA,LINK,0,1498,193,1041,RT Amazon3PSellers: RT + Follow for a chance to win an AnkerOfficial Mini Charger NoPurchNec #AmazonSweeps Rules http://t.co/ciOa40KCWA h•À_,1498,193,1041
fulfillment centers,OTHER,0.326666673,853,1740,1162,In case you missed it a velociraptor is running wild in one of our fulfillment centers and we need your help... http://t.co/8KxVwjVDJb,326,602,422
Win,OTHER,0.88310349,1951,706,1515,RT FallonTonight: Win from home! Five fans can win Bose speakers from Amazon by replying to us and using #FallonStockingSweeps! #FallonT•À_,1951,706,1515
http://t.co/gBpXAwOInd,LINK,0,272,119,218,Stream all episodes of #Transparent for free today only. Plus join Amazon Prime for only $72 http://t.co/gBpXAwOInd http://t.co/HixbAMozA0,272,119,218
Zerolemon Lightning,OTHER,0.662327647,985,110,678,RT Amazon3PSellers: RT / Follow for a chance to win a Zerolemon Lightning Cable! NoPurchNec #AmazonGiveaway Rules: http://t.co/0AP5VEuFCk •À_,985,110,678
luck,OTHER,0.509382407,269,347,295,Need a new phone car charger? Great Scott you're in luck!  http://t.co/uYNzE4P6aV http://t.co/0DCrTHIx4h,211,249,224
https://t.co/DruxqEitlO,LINK,0,1132,130,781,Follow Amazon and retweet for a chance to win http://t.co/roPph393AW #AmazonSweeps Rules https://t.co/DruxqEitlO http://t.co/9J8NjPaACr,1132,130,781
@OrphanBlack,USERNAME,0,490,531,503,RT AmazonVideo: #JoinCloneClub Fri 4/17!  Season 1 of OrphanBlack will be free to everyone on Amazon: http://t.co/fDBRwVn302 http://t.co/•À_,252,242,248
#Transparent,HASHTAG,0.041666667,1284,850,1130,RT transparent_tv: This Saturday all Episodes of #Transparent will be available FREE for 24 hours only! Let the countdown begin! http://t•À_,792,389,650
@theqflex,USERNAME,0.220775872,800,142,569,RT Amazon3PSellers: RT + Follow for a chance to win a theqflex Acupressure Tool NoPurchNec #AmazonSweeps Rules: http://t.co/wjOakgrBXj ht•À_,800,142,569
@amazongiveaway,USERNAME,0,675,939,761,RT amazongiveaway: We have millions of prizes. #PickAGoodOne http://t.co/mSZTaYX0zH http://t.co/u79W9n6XBm,238,412,298
http://t.co/HixbAMozA0,LINK,0,272,119,218,Stream all episodes of #Transparent for free today only. Plus join Amazon Prime for only $72 http://t.co/gBpXAwOInd http://t.co/HixbAMozA0,272,119,218
http://t.co/Nqk8rULbRv,LINK,0,1578,158,1081,Follow amazon and retweet for a chance to win http://t.co/Nqk8rULbRv Rules http://t.co/iLhTpsCOr1 #AmazonSweeps http://t.co/wy3BCKyMMb,1578,158,1081
@MilkyWay,USERNAME,0,455,250,383,Today's #CandyBracket matchup: ExtraGum VS MilkyWay. FAV to vote for Extra Gum RT to vote Milky Way http://t.co/2tmzzW8UvW,312,175,264
https://t.co/ihclSvnjYu,LINK,0,1318,134,903,Follow Amazon and retweet for a chance to win http://t.co/JAtFwveAMn Rules https://t.co/ihclSvnjYu #AmazonSweeps http://t.co/W004n48opu,1318,134,903
http://t.co/uzqVcizorz,LINK,0,251,365,290,#CandyBracket battle of the bars: SNICKERS VS Twix. RT to vote Snickers Fav to vote Twix. Winner goes to the semis. http://t.co/uzqVcizorz,251,365,290
Winner,OTHER,0.204166671,569,827,657,#CandyBracket battle of the bars: SNICKERS VS Twix. RT to vote Snickers Fav to vote Twix. Winner goes to the semis. http://t.co/YjNIt6Yhrf,265,358,297
http://t.co/0AP5VEuFCk,LINK,0,985,110,678,RT Amazon3PSellers: RT / Follow for a chance to win a Zerolemon Lightning Cable! NoPurchNec #AmazonGiveaway Rules: http://t.co/0AP5VEuFCk •À_,985,110,678
http://t.co/SPVIViZ5YI,LINK,0,881,644,798,Take a nap anytime•À_anywhere! http://t.co/SPVIViZ5YI http://t.co/cukHac1AWs,881,644,798
http://t.co/k2gkrDqZSB,LINK,0,118,163,133,RT amazongiveaway: Think running a giveaway is hard? #ThinkAgain  http://t.co/kJYd5FGtxH http://t.co/k2gkrDqZSB,118,163,133
good friends,OTHER,0.400000006,135,136,135,RT AmazonKindle: Good books make good friends #NationalReadingMonth #Kindle http://t.co/mH3V1LHxCr,135,136,135
"""Honey u need to go out and try to find work.""",OTHER,0,449,1188,707,"RT Reverend_Scott: ""Honey u need to go out and try to find work.""SO WRITING REVIEWS OF WOLF TSHIRTS I GOT ON AMAZON ISN'T WORK MOM? TH•À_",449,1188,707
#Kindle,HASHTAG,0.002594394,339,369,345,RT AmazonKindle: Good books make good friends #NationalReadingMonth #Kindle http://t.co/mH3V1LHxCr,135,136,135
Bacon,OTHER,0,161,303,210,Monday blues? Bacon can help. Learn how to make egg-filled bacon cups here: http://t.co/yvIYRH5H82 http://t.co/wbZYaX7V1O,115,181,138
http://t.co/JUJ8yLgTKV,LINK,0,243,216,233,Up to 85ppm (pats per minute) http://t.co/JUJ8yLgTKV http://t.co/y9y3ZPYp0r,243,216,233
https://t.co/Ji0ALS8RVV,LINK,0,854,144,605,RT Amazon3PSellers: RT/Follow for a chance to win a HemingWeigh Yoga Mat Bag! NoPurchNec #AmazonGiveaway Rules: https://t.co/Ji0ALS8RVV ht•À_,854,144,605
@xeni,USERNAME,0,361,548,426,RT xeni: When the delivery guy drops off a box of stuff you ordered on Amazon but you can't remember what you bought: Amazonesia,361,548,426
@jillsoloway,USERNAME,0,321,560,404,RT transparent_tv: And the winner is...#Transparent #GoldenGlobes #Moppa jillsoloway,232,428,300
Outlet Store,OTHER,0.234643504,104,257,157,Did you know Amazon has an Outlet Store? Find low prices on markdowns clearance items overstocks and more http://t.co/6Z6itamK6M,64,170,101
http://t.co/mA6FYiyCSp,LINK,0,1766,209,1221,RT Amazon3PSellers: RT + Follow for a chance to win a HP Monitor from TigerDirect! NoPurchNec #AmazonSweeps Rules http://t.co/mA6FYiyCSp •À_,1766,209,1221
@MountainDew,USERNAME,0,291,454,347,RT MountainDew: The Mtn Dew Amazon store is officially open for business! Check it out. https://t.co/htqQiiqm7e,278,430,331
http://t.co/w7cSOhvNcK,LINK,0,1983,206,1361,Follow Amazon and Retweet for a chance to win http://t.co/GlmsyBtzNK #AmazonSweeps Rules https://t.co/8F2M9LyT8e http://t.co/w7cSOhvNcK,1983,206,1361
http://t.co/gF5LqOXiLr,LINK,0,1605,176,1104,RT amazon_movies: Followers who RT have a shot 2 win this http://t.co/gF5LqOXiLr NoPurchNec http://t.co/kxKBfz4b86 #giveaway http://t.co/M•À_,1605,176,1104
#PickAGoodOne,HASHTAG,0,238,412,298,RT amazongiveaway: We have millions of prizes. #PickAGoodOne http://t.co/mSZTaYX0zH http://t.co/u79W9n6XBm,238,412,298
