,keyword,keywordType,sentiment,sentimentType,id,tweet,retweets,favorites,popularity,,,,,
6/6/2014,American manufacturing expertise,OTHER,0.49000001,theme,d3372e56-0484-41f2-8a00-49b4873dc703,"Watching the Mac Pro come together in Austin yesterday,thanks to a team loaded with American manufacturing expertise. http://t.co/5LcCOFIVgC",2923,3016,2956,,,,,
6/6/2014,Mac Pro,OTHER,0,entity,d3372e56-0484-41f2-8a00-49b4873dc703,"Watching the Mac Pro come together in Austin yesterday,thanks to a team loaded with American manufacturing expertise. http://t.co/5LcCOFIVgC",2923,3016,2956,,,,,
6/6/2014,http://t.co/5LcCOFIVgC,LINK,0,entity,d3372e56-0484-41f2-8a00-49b4873dc703,"Watching the Mac Pro come together in Austin yesterday,thanks to a team loaded with American manufacturing expertise. http://t.co/5LcCOFIVgC",2923,3016,2956,,,,,
25/01/2014,Happy,OTHER,1,phrase,38b6ce74-23ab-4546-b530-494f96266223,Still standing at the intersection of technology and the liberal arts. Happy Birthday Mac! http://t.co/w1WhQEvn2i,2989,2706,2890,,,,,
25/01/2014,http://t.co/w1WhQEvn2i,LINK,0,entity,38b6ce74-23ab-4546-b530-494f96266223,Still standing at the intersection of technology and the liberal arts. Happy Birthday Mac! http://t.co/w1WhQEvn2i,2989,2706,2890,,,,,
25/01/2014,Happy Birthday Mac,OTHER,0.5,theme,38b6ce74-23ab-4546-b530-494f96266223,Still standing at the intersection of technology and the liberal arts. Happy Birthday Mac! http://t.co/w1WhQEvn2i,2989,2706,2890,,,,,
25/01/2014,liberal arts,OTHER,0.25,theme,38b6ce74-23ab-4546-b530-494f96266223,Still standing at the intersection of technology and the liberal arts. Happy Birthday Mac! http://t.co/w1WhQEvn2i,2989,2706,2890,,,,,
21/06/2015,victim,OTHER,-0.49000001,phrase,b72e9401-8faf-4143-b042-462b9f72e80b,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,,,,,
21/06/2015,eradicating racism,OTHER,-0.49000001,theme,b72e9401-8faf-4143-b042-462b9f72e80b,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,,,,,
21/06/2015,eradicating,OTHER,-0.49000001,phrase,b72e9401-8faf-4143-b042-462b9f72e80b,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,,,,,
21/06/2015,racism,OTHER,-0.49000001,phrase,b72e9401-8faf-4143-b042-462b9f72e80b,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,,,,,
21/06/2015,honor,OTHER,0.531316638,phrase,b72e9401-8faf-4143-b042-462b9f72e80b,My thoughts are with the victim's families in SC.Let us honor their lives by eradicating racism &amp; removing the symbols &amp; words that feed it.,2362,3568,2784,,,,,
29/08/2014,achieving,OTHER,0.531499982,phrase,79a854a5-d72a-4507-8ecd-09e178155397,Dr. Martin Luther King delivered the speech of my lifetime 51 yrs ago today.We must recommit to achieving his vision. http://t.co/5BVStOF1a4,2622,2972,2745,,,,,
29/08/2014,Martin Luther King,OTHER,0.531499982,entity,79a854a5-d72a-4507-8ecd-09e178155397,Dr. Martin Luther King delivered the speech of my lifetime 51 yrs ago today.We must recommit to achieving his vision. http://t.co/5BVStOF1a4,2622,2972,2745,,,,,
29/08/2014,ago today,OTHER,0.265749991,theme,79a854a5-d72a-4507-8ecd-09e178155397,Dr. Martin Luther King delivered the speech of my lifetime 51 yrs ago today.We must recommit to achieving his vision. http://t.co/5BVStOF1a4,2622,2972,2745,,,,,
29/08/2014,http://t.co/5BVStOF1a4,LINK,0,entity,79a854a5-d72a-4507-8ecd-09e178155397,Dr. Martin Luther King delivered the speech of my lifetime 51 yrs ago today.We must recommit to achieving his vision. http://t.co/5BVStOF1a4,2622,2972,2745,,,,,
23/09/2013,fantastic,OTHER,1.200000048,phrase,1c8fce80-ffc4-410b-a4cb-2cce36990d27,Thanks to all our amazing customers for the fantastic weekend!,2922,2183,2663,,,,,
23/09/2013,amazing customers,OTHER,0.49000001,theme,1c8fce80-ffc4-410b-a4cb-2cce36990d27,Thanks to all our amazing customers for the fantastic weekend!,2922,2183,2663,,,,,
23/09/2013,amazing,OTHER,0.980000019,phrase,1c8fce80-ffc4-410b-a4cb-2cce36990d27,Thanks to all our amazing customers for the fantastic weekend!,2922,2183,2663,,,,,
23/09/2013,fantastic weekend,OTHER,0.600000024,theme,1c8fce80-ffc4-410b-a4cb-2cce36990d27,Thanks to all our amazing customers for the fantastic weekend!,2922,2183,2663,,,,,
25/06/2014,Enjoying,OTHER,0.49000001,phrase,c395593b-2ef1-4acb-a4e8-1c6fb8b9e385,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,,,,,
25/06/2014,#Yosemite,HASHTAG,0,entity,c395593b-2ef1-4acb-a4e8-1c6fb8b9e385,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,,,,,
25/06/2014,Amazing view,OTHER,0.49000001,theme,c395593b-2ef1-4acb-a4e8-1c6fb8b9e385,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,,,,,
25/06/2014,beauty,OTHER,0.49000001,phrase,c395593b-2ef1-4acb-a4e8-1c6fb8b9e385,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,,,,,
25/06/2014,http://t.co/TP38dRIAz8,LINK,0,entity,c395593b-2ef1-4acb-a4e8-1c6fb8b9e385,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,,,,,
25/06/2014,Amazing,OTHER,0.49000001,phrase,c395593b-2ef1-4acb-a4e8-1c6fb8b9e385,Enjoying the beauty of #Yosemite after hiking to Glacier Point. Amazing view of Half Dome. Perfect OSX name. http://t.co/TP38dRIAz8,2185,3531,2656,,,,,
16/10/2014,14-Oct,OTHER,0,entity,8671c9e2-d4f1-4600-9848-d0be2980a89c,Looking forward to this morning's event. Hope you can join us. Apple - Apple Events - Special Event October 2014 http://t.co/2Iudkgv8NW,2830,2218,2616,,,,,
16/10/2014,http://t.co/2Iudkgv8NW,LINK,0,entity,8671c9e2-d4f1-4600-9848-d0be2980a89c,Looking forward to this morning's event. Hope you can join us. Apple - Apple Events - Special Event October 2014 http://t.co/2Iudkgv8NW,2830,2218,2616,,,,,
5/4/2014,Istanbul,OTHER,0,entity,7d159ba3-955a-484f-93e3-d2ba03328c40,Te?ekk�r ederim to our customers in Istanbul and all the people of Turkey. http://t.co/4xD4A2X06c,2647,2426,2570,,,,,
5/4/2014,Te?ekk�r ederim,OTHER,0,theme,7d159ba3-955a-484f-93e3-d2ba03328c40,Te?ekk�r ederim to our customers in Istanbul and all the people of Turkey. http://t.co/4xD4A2X06c,2647,2426,2570,,,,,
5/4/2014,Turkey,OTHER,0,entity,7d159ba3-955a-484f-93e3-d2ba03328c40,Te?ekk�r ederim to our customers in Istanbul and all the people of Turkey. http://t.co/4xD4A2X06c,2647,2426,2570,,,,,
5/4/2014,http://t.co/4xD4A2X06c,LINK,0,entity,7d159ba3-955a-484f-93e3-d2ba03328c40,Te?ekk�r ederim to our customers in Istanbul and all the people of Turkey. http://t.co/4xD4A2X06c,2647,2426,2570,,,,,
13/08/2014,Peace,OTHER,0.519400001,phrase,44aa3aee-08fe-4b30-b662-f7d541760155,Remembering Robin Williams.  Rest in Peace.  http://t.co/AoiDZH1j9a,2563,2348,2488,,,,,
13/08/2014,Robin Williams,OTHER,0,entity,44aa3aee-08fe-4b30-b662-f7d541760155,Remembering Robin Williams.  Rest in Peace.  http://t.co/AoiDZH1j9a,2563,2348,2488,,,,,
13/08/2014,http://t.co/AoiDZH1j9a,LINK,0,entity,44aa3aee-08fe-4b30-b662-f7d541760155,Remembering Robin Williams.  Rest in Peace.  http://t.co/AoiDZH1j9a,2563,2348,2488,,,,,
9/3/2015,OneRepublic,OTHER,0,entity,3aebbeda-fea4-43c5-b48c-1fe4f518713d,Getting psyched backstage listening to I Lived by @OneRepublic.,2062,3226,2469,,,,,
16/10/2013,creativity,OTHER,0.49000001,phrase,6dd1b3f8-7b0a-4c15-b522-7ce84e02d5d7,Our home for innovation and creativity for decades to come. Cupertino City Council Gives Unanimous Approval for Apple's New Campus,2750,1863,2440,,,,,
16/10/2013,Cupertino City Council,OTHER,0,entity,6dd1b3f8-7b0a-4c15-b522-7ce84e02d5d7,Our home for innovation and creativity for decades to come. Cupertino City Council Gives Unanimous Approval for Apple's New Campus,2750,1863,2440,,,,,
16/10/2013,innovation,OTHER,0.49000001,phrase,6dd1b3f8-7b0a-4c15-b522-7ce84e02d5d7,Our home for innovation and creativity for decades to come. Cupertino City Council Gives Unanimous Approval for Apple's New Campus,2750,1863,2440,,,,,
16/10/2013,Apple,OTHER,0,entity,6dd1b3f8-7b0a-4c15-b522-7ce84e02d5d7,Our home for innovation and creativity for decades to come. Cupertino City Council Gives Unanimous Approval for Apple's New Campus,2750,1863,2440,,,,,
1/1/2014,Happy,OTHER,1.200000048,phrase,ae839d0c-e0fc-409e-8f07-eb087ca96b66,Happy New Year! Wishing everyone their best year yet.,2320,2417,2354,,,,,
1/1/2014,Wishing everyone,OTHER,0.667500019,theme,ae839d0c-e0fc-409e-8f07-eb087ca96b66,Happy New Year! Wishing everyone their best year yet.,2320,2417,2354,,,,,
1/1/2014,best,OTHER,0.49000001,phrase,ae839d0c-e0fc-409e-8f07-eb087ca96b66,Happy New Year! Wishing everyone their best year yet.,2320,2417,2354,,,,,
16/02/2015,best,OTHER,0.49000001,phrase,2115d453-2904-4eaf-8ea5-7567c70d81b4,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""",2158,2679,2340,,,,,
16/02/2015,#PresidentsDay,HASHTAG,0.245000005,entity,2115d453-2904-4eaf-8ea5-7567c70d81b4,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""",2158,2679,2340,,,,,
16/02/2015,Abraham Lincoln,OTHER,0,entity,2115d453-2904-4eaf-8ea5-7567c70d81b4,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""",2158,2679,2340,,,,,
16/02/2015,"""The best way to predict the future is to create it.""",OTHER,0.49000001,entity,2115d453-2904-4eaf-8ea5-7567c70d81b4,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""",2158,2679,2340,,,,,
11/1/2015,terror,OTHER,0.900000036,phrase,8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,,,,,
11/1/2015,France,OTHER,0.633333385,entity,8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,,,,,
11/1/2015,#UnityRally,HASHTAG,0.720000029,phrase,8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,,,,,
11/1/2015,#UnityRally,HASHTAG,0.633333385,entity,8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,,,,,
11/1/2015,friends,OTHER,0.660000026,phrase,8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,,,,,
11/1/2015,attack,OTHER,-0.600000024,phrase,8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,2223,2461,2306,,,,,
1/8/2014,http://t.co/qECVlXlYQZ,LINK,0,entity,8aca5789-c26b-459c-bc08-f9702ef4e206,"Welcome to the family---Jimmy, Dre, Luke, Ian and the entire beats team!http://t.co/qECVlXlYQZ",2501,1930,2301,,,,,
22/04/2015,http://t.co/iIHRXEwpfA,LINK,0,entity,aead020d-a752-417b-a921-f4fca1476b5c,"This Earth Day, and every day, we're committed to leaving the world better than we found it. http://t.co/iIHRXEwpfA http://t.co/SIyZVAeznL",1874,2811,2202,,,,,
22/04/2015,http://t.co/SIyZVAeznL,LINK,0,entity,aead020d-a752-417b-a921-f4fca1476b5c,"This Earth Day, and every day, we're committed to leaving the world better than we found it. http://t.co/iIHRXEwpfA http://t.co/SIyZVAeznL",1874,2811,2202,,,,,
17/06/2014,applaud,OTHER,0.49000001,phrase,dedfc87c-e246-4120-a93f-68f5ead7cdc3,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2184,,,,,
17/06/2014,WhiteHouse,OTHER,-0.13581568,entity,dedfc87c-e246-4120-a93f-68f5ead7cdc3,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2184,,,,,
17/06/2014,human dignity,OTHER,0.379999995,theme,dedfc87c-e246-4120-a93f-68f5ead7cdc3,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2184,,,,,
17/06/2014,ban,OTHER,-0.40744704,phrase,dedfc87c-e246-4120-a93f-68f5ead7cdc3,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2184,,,,,
17/06/2014,#LGBT,HASHTAG,-0.13581568,entity,dedfc87c-e246-4120-a93f-68f5ead7cdc3,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2184,,,,,
17/06/2014,dignity,OTHER,0.379999995,phrase,dedfc87c-e246-4120-a93f-68f5ead7cdc3,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2184,,,,,
17/06/2014,#ENDA,HASHTAG,0,entity,dedfc87c-e246-4120-a93f-68f5ead7cdc3,I applaud @WhiteHouse decision to ban #LGBT discrimination at fed contractors. House must act on #ENDA.  A matter of basic human dignity.,1979,2564,2184,,,,,
5/10/2014,SJ,OTHER,0,entity,55bcdc98-e060-423e-acbd-f0c99347afb9,In Grand Canyon National Park backpacking  and thinking of SJ and his many gifts to the world.,1626,3206,2179,,,,,
23/10/2014,talented people,OTHER,0.699999988,phrase,c6c9c63b-3432-40a5-bdba-ba754725c296,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ",1769,2922,2173,,,,,
23/10/2014,Zhang Fan,OTHER,0.699999988,entity,c6c9c63b-3432-40a5-bdba-ba754725c296,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ",1769,2922,2173,,,,,
23/10/2014,talented people,OTHER,0.699999988,theme,c6c9c63b-3432-40a5-bdba-ba754725c296,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ",1769,2922,2173,,,,,
23/10/2014,http://t.co/ALo5d3SiSZ,LINK,0,entity,c6c9c63b-3432-40a5-bdba-ba754725c296,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ",1769,2922,2173,,,,,
23/10/2014,early highlight,OTHER,0.349999994,theme,c6c9c63b-3432-40a5-bdba-ba754725c296,"Great to meet talented people like Zhang Fan, who helps make iPhone 6 in Zhengzhou. An early highlight of this trip. http://t.co/ALo5d3SiSZ",1769,2922,2173,,,,,
22/04/2014,Happy,OTHER,1,phrase,700c0076-3b93-4133-8223-e9b1f929dae1,Happy Earth Day!  �Better can't be better if it doesn't consider everything�.  http://t.co/154pgPqxYk http://t.co/udKZNEil3y,2158,2190,2169,,,,,
22/04/2014,�Better can't be better if it doesn't consider everything�,OTHER,-0.300000012,entity,700c0076-3b93-4133-8223-e9b1f929dae1,Happy Earth Day!  �Better can't be better if it doesn't consider everything�.  http://t.co/154pgPqxYk http://t.co/udKZNEil3y,2158,2190,2169,,,,,
22/04/2014,better,OTHER,-0.300000012,phrase,700c0076-3b93-4133-8223-e9b1f929dae1,Happy Earth Day!  �Better can't be better if it doesn't consider everything�.  http://t.co/154pgPqxYk http://t.co/udKZNEil3y,2158,2190,2169,,,,,
22/04/2014,http://t.co/154pgPqxYk,LINK,0,entity,700c0076-3b93-4133-8223-e9b1f929dae1,Happy Earth Day!  �Better can't be better if it doesn't consider everything�.  http://t.co/154pgPqxYk http://t.co/udKZNEil3y,2158,2190,2169,,,,,
22/04/2014,http://t.co/udKZNEil3y,LINK,0,entity,700c0076-3b93-4133-8223-e9b1f929dae1,Happy Earth Day!  �Better can't be better if it doesn't consider everything�.  http://t.co/154pgPqxYk http://t.co/udKZNEil3y,2158,2190,2169,,,,,
25/02/2015,http://t.co/43pHDyg8iK,LINK,0,entity,a06cda12-b8ea-4139-abf8-d3ffcb8867c9,Das war gro�artig! Ich liebe Deutschland! http://t.co/43pHDyg8iK,1545,3300,2159,,,,,
25/02/2015,war gro�artig,OTHER,0,theme,a06cda12-b8ea-4139-abf8-d3ffcb8867c9,Das war gro�artig! Ich liebe Deutschland! http://t.co/43pHDyg8iK,1545,3300,2159,,,,,
23/06/2014,amazing team,OTHER,0.550000012,phrase,d464c518-94b0-4c61-904b-f8714d08ff7c,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,,,,,
23/06/2014,Sol,OTHER,0,entity,d464c518-94b0-4c61-904b-f8714d08ff7c,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,,,,,
23/06/2014,amazing team,OTHER,0.550000012,theme,d464c518-94b0-4c61-904b-f8714d08ff7c,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,,,,,
23/06/2014,Congratulations,OTHER,0.5,phrase,d464c518-94b0-4c61-904b-f8714d08ff7c,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,,,,,
23/06/2014,Madrid,OTHER,0,entity,d464c518-94b0-4c61-904b-f8714d08ff7c,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,,,,,
23/06/2014,101st store,OTHER,0.262499988,theme,d464c518-94b0-4c61-904b-f8714d08ff7c,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,,,,,
23/06/2014,Europe,OTHER,0,entity,d464c518-94b0-4c61-904b-f8714d08ff7c,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,,,,,
23/06/2014,http://t.co/QFr0GNV9FS,LINK,0,entity,d464c518-94b0-4c61-904b-f8714d08ff7c,Congratulations to this amazing team at the new Apple Store Puerta del Sol in Madrid. Our 101st store in Europe! http://t.co/QFr0GNV9FS,1956,2482,2140,,,,,
17/11/2014,Whole Foods,OTHER,0,entity,f62529e2-d5d9-4d41-a26f-b0e7e6a31af8,"Using Apple Pay at Whole Foods. Easy, Private, and Secure. http://t.co/Uzat5FNAHN",1724,2854,2120,,,,,
17/11/2014,http://t.co/Uzat5FNAHN,LINK,0,entity,f62529e2-d5d9-4d41-a26f-b0e7e6a31af8,"Using Apple Pay at Whole Foods. Easy, Private, and Secure. http://t.co/Uzat5FNAHN",1724,2854,2120,,,,,
17/06/2014,Nike,OTHER,0,entity,98ebc58c-34ab-4935-b2f4-a08bda3701ba,RT @Nike: They can predict everything but heart. #justdoit http://t.co/6YH45414YQ,2104,2096,2101,,,,,
17/06/2014,#justdoit,HASHTAG,0,entity,98ebc58c-34ab-4935-b2f4-a08bda3701ba,RT @Nike: They can predict everything but heart. #justdoit http://t.co/6YH45414YQ,2104,2096,2101,,,,,
17/06/2014,http://t.co/6YH45414YQ,LINK,0,entity,98ebc58c-34ab-4935-b2f4-a08bda3701ba,RT @Nike: They can predict everything but heart. #justdoit http://t.co/6YH45414YQ,2104,2096,2101,,,,,
15/02/2014,terrific,OTHER,1.5,phrase,cc529836-d2f8-42da-9bf6-521b52233004,'Obrigado' to everyone who visited our new store in Rio de Janeiro today and to our terrific customers across Brazil! http://t.co/3nFPxN4m3Y,2099,1854,2013,,,,,
15/02/2014,Brazil,OTHER,1.5,entity,cc529836-d2f8-42da-9bf6-521b52233004,'Obrigado' to everyone who visited our new store in Rio de Janeiro today and to our terrific customers across Brazil! http://t.co/3nFPxN4m3Y,2099,1854,2013,,,,,
15/02/2014,terrific customers,OTHER,0.75,theme,cc529836-d2f8-42da-9bf6-521b52233004,'Obrigado' to everyone who visited our new store in Rio de Janeiro today and to our terrific customers across Brazil! http://t.co/3nFPxN4m3Y,2099,1854,2013,,,,,
15/02/2014,http://t.co/3nFPxN4m3Y,LINK,0,entity,cc529836-d2f8-42da-9bf6-521b52233004,'Obrigado' to everyone who visited our new store in Rio de Janeiro today and to our terrific customers across Brazil! http://t.co/3nFPxN4m3Y,2099,1854,2013,,,,,
22/04/2014,proud,OTHER,0.600000024,phrase,e735422d-5640-4364-a9c6-906b135e0ddc,We want to leave the world better than we found it.  We're proud of our progress but we know we have much more to do. http://t.co/iHzF9rUnx1,2060,1804,1970,,,,,
22/04/2014,http://t.co/iHzF9rUnx1,LINK,0,entity,e735422d-5640-4364-a9c6-906b135e0ddc,We want to leave the world better than we found it.  We're proud of our progress but we know we have much more to do. http://t.co/iHzF9rUnx1,2060,1804,1970,,,,,
22/04/2014,progress,OTHER,0.414782643,phrase,e735422d-5640-4364-a9c6-906b135e0ddc,We want to leave the world better than we found it.  We're proud of our progress but we know we have much more to do. http://t.co/iHzF9rUnx1,2060,1804,1970,,,,,
21/03/2014,jimmyfallon,OTHER,0,entity,e6ad570f-d9b9-4637-85ad-5c5f08d303f7,Check this out. @jimmyfallon and @billyjoel with iPad and a cool app called Loopy HD. Magical. http://t.co/dWlZr6Lsm6,2285,1376,1967,,,,,
21/03/2014,cool app,OTHER,0,theme,e6ad570f-d9b9-4637-85ad-5c5f08d303f7,Check this out. @jimmyfallon and @billyjoel with iPad and a cool app called Loopy HD. Magical. http://t.co/dWlZr6Lsm6,2285,1376,1967,,,,,
21/03/2014,billyjoel,OTHER,0,entity,e6ad570f-d9b9-4637-85ad-5c5f08d303f7,Check this out. @jimmyfallon and @billyjoel with iPad and a cool app called Loopy HD. Magical. http://t.co/dWlZr6Lsm6,2285,1376,1967,,,,,
21/03/2014,http://t.co/dWlZr6Lsm6,LINK,0,entity,e6ad570f-d9b9-4637-85ad-5c5f08d303f7,Check this out. @jimmyfallon and @billyjoel with iPad and a cool app called Loopy HD. Magical. http://t.co/dWlZr6Lsm6,2285,1376,1967,,,,,
10/4/2015,love,OTHER,1.200000048,phrase,800fae48-a033-44c1-8bdd-ff552f498cf3,Thrilled to see so many customers�all around the world�trying Apple Watch for the first time.You're going to love it! http://t.co/Mx3M0DO4Qf,1536,2765,1966,,,,,
10/4/2015,http://t.co/Mx3M0DO4Qf,LINK,0,entity,800fae48-a033-44c1-8bdd-ff552f498cf3,Thrilled to see so many customers�all around the world�trying Apple Watch for the first time.You're going to love it! http://t.co/Mx3M0DO4Qf,1536,2765,1966,,,,,
10/4/2015,Thrilled,OTHER,0.600000024,phrase,800fae48-a033-44c1-8bdd-ff552f498cf3,Thrilled to see so many customers�all around the world�trying Apple Watch for the first time.You're going to love it! http://t.co/Mx3M0DO4Qf,1536,2765,1966,,,,,
10/4/2015,many customers,OTHER,0.32516101,phrase,800fae48-a033-44c1-8bdd-ff552f498cf3,Thrilled to see so many customers�all around the world�trying Apple Watch for the first time.You're going to love it! http://t.co/Mx3M0DO4Qf,1536,2765,1966,,,,,
10/4/2015,first time,OTHER,0.152429,phrase,800fae48-a033-44c1-8bdd-ff552f498cf3,Thrilled to see so many customers�all around the world�trying Apple Watch for the first time.You're going to love it! http://t.co/Mx3M0DO4Qf,1536,2765,1966,,,,,
17/10/2014,Very excited,OTHER,0.699999988,phrase,3b7151a4-c663-431d-99e6-1ec74afd7fa1,"Very excited about iPad Air 2, the thinnest tablet in the world. We think our customers will love it. #iPadAir2 http://t.co/EfPpaBXX3O",1677,2500,1965,,,,,
17/10/2014,#iPadAir2,HASHTAG,0,entity,3b7151a4-c663-431d-99e6-1ec74afd7fa1,"Very excited about iPad Air 2, the thinnest tablet in the world. We think our customers will love it. #iPadAir2 http://t.co/EfPpaBXX3O",1677,2500,1965,,,,,
17/10/2014,love,OTHER,0.600000024,phrase,3b7151a4-c663-431d-99e6-1ec74afd7fa1,"Very excited about iPad Air 2, the thinnest tablet in the world. We think our customers will love it. #iPadAir2 http://t.co/EfPpaBXX3O",1677,2500,1965,,,,,
17/10/2014,http://t.co/EfPpaBXX3O,LINK,0,entity,3b7151a4-c663-431d-99e6-1ec74afd7fa1,"Very excited about iPad Air 2, the thinnest tablet in the world. We think our customers will love it. #iPadAir2 http://t.co/EfPpaBXX3O",1677,2500,1965,,,,,
2/6/2014,Thrilled,OTHER,0.600000024,phrase,9d761c38-69be-4a38-9b71-ee94d824050d,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1936,,,,,
2/6/2014,#WWDC,HASHTAG,0,entity,9d761c38-69be-4a38-9b71-ee94d824050d,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1936,,,,,
2/6/2014,student scholarship program,OTHER,0.5,theme,9d761c38-69be-4a38-9b71-ee94d824050d,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1936,,,,,
2/6/2014,talented,OTHER,0.5,phrase,9d761c38-69be-4a38-9b71-ee94d824050d,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1936,,,,,
2/6/2014,http://t.co/2uVvc9vHnT,LINK,0,entity,9d761c38-69be-4a38-9b71-ee94d824050d,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1936,,,,,
2/6/2014,talented developers,OTHER,0.5,theme,9d761c38-69be-4a38-9b71-ee94d824050d,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1936,,,,,
2/6/2014,scholarship,OTHER,0.5,phrase,9d761c38-69be-4a38-9b71-ee94d824050d,"Thrilled to meet many talented developers, especially these winners of our student scholarship program. Enjoy #WWDC! http://t.co/2uVvc9vHnT",1631,2502,1936,,,,,
