keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company
security,OTHER,0.056717648,2957,5164,3725,Sexy with security. The #SamsungGalaxyS6Edge with curved display ships with McAfee VirusScan Mobile. #Intel #MWC15 http://t.co/hz9yPmtmcf,2688,4877,3454,Intel
#TechTruth,HASHTAG,-1.11E-45,3352,4299,3663,When you realize your #2in1's battery can last through a whole day of classes. #CantStopMe #TechTruth,258,625,386,Intel
#IOT,HASHTAG,0.00207351,2776,5275,3648,.Jaguar F-Type uses eye-sensing &amp; distraction detection tech powered by Intel http://t.co/f2axkHuyln #IOT #CES2015 http://t.co/TweIgOORo3,2364,4563,3133,Intel
#SamsungGalaxyS6Edge,HASHTAG,0.25,2779,4973,3546,Sexy with security. The #SamsungGalaxyS6Edge with curved display ships with McAfee VirusScan Mobile. #Intel #MWC15 http://t.co/hz9yPmtmcf,2688,4877,3454,Intel
@McAfee,USERNAME,0.25,2779,4973,3546,Sexy with security. The #SamsungGalaxyS6Edge with curved display ships with McAfee VirusScan Mobile. #Intel #MWC15 http://t.co/hz9yPmtmcf,2688,4877,3454,Intel
#Computex2014,HASHTAG,0.002042134,3145,4117,3478,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105,Intel
wearable shirt,OTHER,0,2746,4820,3471,Want to see the game from an athlete's POV? The wearable shirt from FirstV1sion makes it so. #MWC15 http://t.co/AkSHvgqrSD,2746,4820,3471,Intel
http://t.co/AkSHvgqrSD,LINK,0,2746,4820,3471,Want to see the game from an athlete's POV? The wearable shirt from FirstV1sion makes it so. #MWC15 http://t.co/AkSHvgqrSD,2746,4820,3471,Intel
@FirstV1sion,USERNAME,0,2746,4820,3471,Want to see the game from an athlete's POV? The wearable shirt from FirstV1sion makes it so. #MWC15 http://t.co/AkSHvgqrSD,2746,4820,3471,Intel
#Oscars,HASHTAG,0,2388,5477,3467,You helped us all see #StephenHawking through an inspired lens. Congrats Eddie! http://t.co/oStjLbOwEg #Oscars http://t.co/hkgalFEh6E,1170,3140,1859,Intel
http://t.co/hz9yPmtmcf,LINK,0,2688,4877,3454,Sexy with security. The #SamsungGalaxyS6Edge with curved display ships with McAfee VirusScan Mobile. #Intel #MWC15 http://t.co/hz9yPmtmcf,2688,4877,3454,Intel
Sexy,OTHER,0.400000006,2688,4877,3454,Sexy with security. The #SamsungGalaxyS6Edge with curved display ships with McAfee VirusScan Mobile. #Intel #MWC15 http://t.co/hz9yPmtmcf,2688,4877,3454,Intel
curved display ships,OTHER,0.224999994,2688,4877,3454,Sexy with security. The #SamsungGalaxyS6Edge with curved display ships with McAfee VirusScan Mobile. #Intel #MWC15 http://t.co/hz9yPmtmcf,2688,4877,3454,Intel
@intel,USERNAME,0.02501402,3210,3916,3440,RT lenovo: JUST REVEALED AT #CES2015: A New X1 Carbon For a New Year. More: http://t.co/uAlJ955xda intel #LenovoCES http://t.co/KvJWqGcAHL,554,586,565,Intel
#StephenHawking,HASHTAG,0.031078478,2369,5403,3429,You helped us all see #StephenHawking through an inspired lens. Congrats Eddie! http://t.co/oStjLbOwEg #Oscars http://t.co/hkgalFEh6E,1170,3140,1859,Intel
http://t.co/SASh4jbZsu,LINK,0,2205,5113,3221,We've got lots of new #Android treats on display at #CES2015 and here's the best of the best. http://t.co/SASh4jbZsu http://t.co/U6xMsXmiLD,1926,4623,2869,Intel
http://t.co/f2axkHuyln,LINK,0,2364,4563,3133,.Jaguar F-Type uses eye-sensing &amp; distraction detection tech powered by Intel http://t.co/f2axkHuyln #IOT #CES2015 http://t.co/TweIgOORo3,2364,4563,3133,Intel
distraction detection tech,OTHER,0,2364,4563,3133,.Jaguar F-Type uses eye-sensing &amp; distraction detection tech powered by Intel http://t.co/f2axkHuyln #IOT #CES2015 http://t.co/TweIgOORo3,2364,4563,3133,Intel
http://t.co/TweIgOORo3,LINK,0,2364,4563,3133,.Jaguar F-Type uses eye-sensing &amp; distraction detection tech powered by Intel http://t.co/f2axkHuyln #IOT #CES2015 http://t.co/TweIgOORo3,2364,4563,3133,Intel
win,OTHER,0.071305137,2520,4239,3117,Marie Curie was the 1st woman to win the Nobel Prize. Twice. #Inspired #MothersOfInvention http://t.co/RizrWAnStQ http://t.co/G08HVyT753,1190,1871,1428,Intel
#Android,HASHTAG,0.197352338,2092,4864,3060,We've got lots of new #Android treats on display at #CES2015 and here's the best of the best. http://t.co/SASh4jbZsu http://t.co/U6xMsXmiLD,1926,4623,2869,Intel
#RealSense,HASHTAG,1.28E-09,2361,4309,3033,Can you spot the dog &amp; alien? See what else you'll find with #RealSense: http://t.co/a1QszCJNbb http://t.co/OHmyDF2Jk4,1006,2125,1397,Intel
http://t.co/U6xMsXmiLD,LINK,0,1926,4623,2869,We've got lots of new #Android treats on display at #CES2015 and here's the best of the best. http://t.co/SASh4jbZsu http://t.co/U6xMsXmiLD,1926,4623,2869,Intel
#Inspired,HASHTAG,0.564705849,2380,3742,2856,Marie Curie was the 1st woman to win the Nobel Prize. Twice. #Inspired #MothersOfInvention http://t.co/RizrWAnStQ http://t.co/G08HVyT753,1190,1871,1428,Intel
#WorldCup,HASHTAG,-0.094285715,2626,3236,2836,"If people were transistor-sized, all 3.4 billion of us watching could fit on a single football hexagon. #WorldCup http://t.co/vy34JBswUu",1505,1434,1480,Intel
@Microsoft,USERNAME,0.008943452,2443,3474,2800,RT Microsoft: One of our TWO Super Bowl commercials this year: Estella's Brilliant Bus#empowering #SB49https://t.co/Ic4zb6Gwy4,1358,1706,1479,Intel
#MooresLaw,HASHTAG,0.00131579,2471,3321,2761,50 years of #MooresLaw has transformed our lives: processors then and now. http://t.co/xBRUkEqzPx #TBT http://t.co/EuAbmRtKte,551,686,598,Intel
#Thermalthor,HASHTAG,0,2162,3868,2759,#Expertmode goes into #gaming overdrive with Intel-powered #Thermalthor at #Computex2015. http://t.co/uKNyTGBAAE,2162,3868,2759,Intel
http://t.co/uKNyTGBAAE,LINK,0,2162,3868,2759,#Expertmode goes into #gaming overdrive with Intel-powered #Thermalthor at #Computex2015. http://t.co/uKNyTGBAAE,2162,3868,2759,Intel
@ASUS,USERNAME,6.14E-05,1948,3769,2576,"No matter the adventure, #IntelTablets are along for the ride. ASUS http://t.co/QORjD5LVlV",296,773,462,Intel
#Intel-powered,HASHTAG,1.84E-05,1968,3648,2551,"Up close with Acer Predator, the newest #Intel-powered mobile device for gaming and more. #Computex2015 http://t.co/3w7smJ3flk",508,1078,707,Intel
@lenovo,USERNAME,4.71E-05,2127,3296,2528,Let the the power of Intel be your first mate. lenovo #IntelTablets http://t.co/mky4JJbHQV,376,1028,604,Intel
smart,OTHER,0.024219651,2311,2864,2490,Check out 5 smart technologies from #MWC15 http://t.co/csZ6eA1eMA #iQ http://t.co/Go1k8bAUUl,630,941,738,Intel
#lookinside,HASHTAG,0.001648351,2067,2702,2283,"Make a man an arm, change a life. Teach him to make arms, change the world. http://t.co/QGczbq102f #lookinside http://t.co/5xco6yso7O",1311,1683,1441,Intel
Jim Parsons,OTHER,0.001572324,1854,3046,2267,"With Intel technology, your face is your password. Looks like Jim Parsons' account is safe. #whatsnext https://t.co/IF075OHAFA",747,1137,883,Intel
#IoT,HASHTAG,3.39E-26,2028,2642,2230,Intel powered .Jaguar F-Type debuts attention-monitoring eye &amp; facial tracking http://t.co/SASh4jbZsu #CES2015 #IoT http://t.co/tafTFZPhRh,279,490,352,Intel
#IDF14,HASHTAG,6.39E-15,2024,2272,2102,Google co-founder sergeybrinn showing off his yoga skills at #IDF14 today! http://t.co/14SEkqN3mY,326,238,295,Intel
#conflictfree,HASHTAG,-0.020012108,1903,2397,2059,"New #Chromebook, Chromebox &amp; Chromebase systems among first with #conflictfree microprocessors http://t.co/1RZsv02SBy http://t.co/HnUHJG0PVE",225,269,240,Intel
Jim,OTHER,-1.73E-08,1439,3172,2040,"Make all the faces you want, Jim. The avatar at Intel will make them right back at you. #WhatsNext http://t.co/845cQ6y6l2",392,1175,666,Intel
latest,OTHER,-0.020042091,1813,2372,1997,Think 140 character tweets are hard? Try jamming a transistor into 14 nanometers! The latest: http://t.co/gZ8mZ4ojps http://t.co/tL1GXB3hrh,810,1177,938,Intel
http://t.co/0PKpOS9OQp,LINK,0,1430,2924,1952,Imagine a computing world of no wires. #Intel #Computex2015 http://t.co/0PKpOS9OQp http://t.co/aN1zgjJrjh,1430,2924,1952,Intel
http://t.co/aN1zgjJrjh,LINK,0,1430,2924,1952,Imagine a computing world of no wires. #Intel #Computex2015 http://t.co/0PKpOS9OQp http://t.co/aN1zgjJrjh,1430,2924,1952,Intel
computing world,OTHER,0,1430,2924,1952,Imagine a computing world of no wires. #Intel #Computex2015 http://t.co/0PKpOS9OQp http://t.co/aN1zgjJrjh,1430,2924,1952,Intel
#esports,HASHTAG,0.015000001,1770,2210,1922,RT ESL: There are no words to describe how far #esports has come. Amazing atmosphere in Katowice! #IEM #ESLOne http://t.co/kDDOpGXndv,1323,1378,1342,Intel
@bkrunner,USERNAME,-1.14E-04,1879,1976,1901,RT Yuanqing_Lenovo: These 3 CEOs never stand still. Great to welcome bkrunner satyanadella &amp; Robin Li to #LenovoTechWorld http://t.co/at�,257,185,231,Intel
winner,OTHER,0.032685259,1647,2349,1884,Congrats #ProGlove 3rd place winner in our #MakeitWearable Challenge http://t.co/o0AInPMVAh #ProGlove wins $100k USD. http://t.co/Yy5YS4PnhC,230,417,295,Intel
#MakerFaire,HASHTAG,-3.70E-05,1534,2562,1879,"What can we say, we have a soft spot for synchronized dancing robot swarms. #MakerFaire http://t.co/CNnkhQSQfg",97,329,178,Intel
http://t.co/hkgalFEh6E,LINK,0,1170,3140,1859,You helped us all see #StephenHawking through an inspired lens. Congrats Eddie! http://t.co/oStjLbOwEg #Oscars http://t.co/hkgalFEh6E,1170,3140,1859,Intel
fashionable,OTHER,0.248309155,1221,3048,1859,"#wearables move beyond geek chic for 2015. Read about the fashionable, functional future: http://t.co/hvk5qqgBwN http://t.co/p5hm5lXtXf",1031,2712,1619,Intel
http://t.co/oStjLbOwEg,LINK,0,1170,3140,1859,You helped us all see #StephenHawking through an inspired lens. Congrats Eddie! http://t.co/oStjLbOwEg #Oscars http://t.co/hkgalFEh6E,1170,3140,1859,Intel
#MWC14,HASHTAG,1.12E-11,1713,2089,1832,"Aiming high or low, here's how to know that a tablet is right for you http://t.co/woMSn4Q8hK  #MWC14 http://t.co/H9fppS165K",291,672,424,Intel
http://t.co/YHPnFVljxA,LINK,0,1229,2833,1790,"A cocktail dress with a kick, check out the Spider Dress at the #Intel booth: http://t.co/YHPnFVljxA #iQ #CES2015 http://t.co/h2BWBBN3Ce",1229,2833,1790,Intel
cocktail dress,OTHER,0,1229,2833,1790,"A cocktail dress with a kick, check out the Spider Dress at the #Intel booth: http://t.co/YHPnFVljxA #iQ #CES2015 http://t.co/h2BWBBN3Ce",1229,2833,1790,Intel
http://t.co/h2BWBBN3Ce,LINK,0,1229,2833,1790,"A cocktail dress with a kick, check out the Spider Dress at the #Intel booth: http://t.co/YHPnFVljxA #iQ #CES2015 http://t.co/h2BWBBN3Ce",1229,2833,1790,Intel
#Devilscanyon,HASHTAG,0.132874996,1670,1763,1701,Overclockers rejoice! #Devilscanyon breaks world records achieving over 5.5Ghz with air cooling at #Computex2014 http://t.co/XX3lexEksm,1067,1178,1105,Intel
#SurfacePro3,HASHTAG,0.138457908,1263,2400,1658,Flexible performance from one tiny chip. #SurfacePro3 #2in1 #microsoft https://t.co/dXNoCZevQI,619,1207,824,Intel
safer,OTHER,0.171000007,1129,2646,1657,"New sports #wearables help pros and amateurs alike play longer, harder and safer. See how: http://t.co/n9D3ad4w9G #iQ http://t.co/Xdlup0a0Mi",951,2438,1471,Intel
Flexible performance,OTHER,0.446696997,1238,2414,1648,Flexible performance from one tiny chip. #SurfacePro3 #2in1 #microsoft https://t.co/dXNoCZevQI,619,1207,824,Intel
Happy,OTHER,0.043564729,1823,1349,1645,Rubik's Cube turns 40 today - Happy Birthday! Remember the hours of #gaming fun we had with these! #RubiksCube http://t.co/DVydIrHnKp,432,300,385,Intel
chic,OTHER,0.146057432,1056,2733,1642,"#wearables move beyond geek chic for 2015. Read about the fashionable, functional future: http://t.co/hvk5qqgBwN http://t.co/p5hm5lXtXf",1031,2712,1619,Intel
#LeagueOfLegends,HASHTAG,9.45E-07,1307,2245,1631,Congrats to Cloud9gg #IEM San Jose #LeagueOfLegends champions! What an awesome performance! ???? http://t.co/JgvbGzhzRA,713,1280,911,Intel
http://t.co/hvk5qqgBwN,LINK,0,1031,2712,1619,"#wearables move beyond geek chic for 2015. Read about the fashionable, functional future: http://t.co/hvk5qqgBwN http://t.co/p5hm5lXtXf",1031,2712,1619,Intel
functional future,OTHER,0.5,1031,2712,1619,"#wearables move beyond geek chic for 2015. Read about the fashionable, functional future: http://t.co/hvk5qqgBwN http://t.co/p5hm5lXtXf",1031,2712,1619,Intel
geek chic,OTHER,0.350537837,1031,2712,1619,"#wearables move beyond geek chic for 2015. Read about the fashionable, functional future: http://t.co/hvk5qqgBwN http://t.co/p5hm5lXtXf",1031,2712,1619,Intel
http://t.co/p5hm5lXtXf,LINK,0,1031,2712,1619,"#wearables move beyond geek chic for 2015. Read about the fashionable, functional future: http://t.co/hvk5qqgBwN http://t.co/p5hm5lXtXf",1031,2712,1619,Intel
functional,OTHER,0.5,1031,2712,1619,"#wearables move beyond geek chic for 2015. Read about the fashionable, functional future: http://t.co/hvk5qqgBwN http://t.co/p5hm5lXtXf",1031,2712,1619,Intel
battery life,OTHER,0,848,3036,1613,Unplug in Hong Kong: Intel-powered #2in1 battery life gives you more time between charges. http://t.co/uaH1ddiang http://t.co/NHgPXvu7p6,549,1961,1043,Intel
coding nonprofits,OTHER,0,2335,221,1595,Each retweet #IntelAndroid &amp; #DevFieldGuide will give $1 to education and coding nonprofits! http://t.co/M5xBTkIRvm http://t.co/Wspf2zWIC5,2335,221,1595,Intel
http://t.co/Wspf2zWIC5,LINK,0,2335,221,1595,Each retweet #IntelAndroid &amp; #DevFieldGuide will give $1 to education and coding nonprofits! http://t.co/M5xBTkIRvm http://t.co/Wspf2zWIC5,2335,221,1595,Intel
#IntelAndroid,HASHTAG,0,2335,221,1595,Each retweet #IntelAndroid &amp; #DevFieldGuide will give $1 to education and coding nonprofits! http://t.co/M5xBTkIRvm http://t.co/Wspf2zWIC5,2335,221,1595,Intel
http://t.co/M5xBTkIRvm,LINK,0,2335,221,1595,Each retweet #IntelAndroid &amp; #DevFieldGuide will give $1 to education and coding nonprofits! http://t.co/M5xBTkIRvm http://t.co/Wspf2zWIC5,2335,221,1595,Intel
#DevFieldGuide,HASHTAG,0,2335,221,1595,Each retweet #IntelAndroid &amp; #DevFieldGuide will give $1 to education and coding nonprofits! http://t.co/M5xBTkIRvm http://t.co/Wspf2zWIC5,2335,221,1595,Intel
next wave,OTHER,0.299248993,1080,2552,1594,The next wave of augmented reality asks our tech to make our lives more�real. Learn more: http://t.co/PwD0dbsi6t http://t.co/8dPgPbF4FR,540,1276,797,Intel
awesome,OTHER,0.034325059,1309,2071,1569,Congrats to Cloud9gg #IEM San Jose #LeagueOfLegends champions! What an awesome performance! ???? http://t.co/JgvbGzhzRA,713,1280,911,Intel
@Acer,USERNAME,9.02E-08,1208,2197,1548,"Up close with Acer Predator, the newest #Intel-powered mobile device for gaming and more. #Computex2015 http://t.co/3w7smJ3flk",508,1078,707,Intel
Marie Curie,OTHER,0.220775873,1301,1950,1527,Marie Curie was the 1st woman to win the Nobel Prize. Twice. #Inspired #MothersOfInvention http://t.co/RizrWAnStQ http://t.co/G08HVyT753,1190,1871,1428,Intel
@IEM,USERNAME,0.07138679,1335,1872,1517,Some of the best gamers in the world have descended upon Katowice for the 9th IEM Championship! #IEM http://t.co/0Gjwn6Z3F5,267,494,346,Intel
http://t.co/vy34JBswUu,LINK,0,1505,1434,1480,"If people were transistor-sized, all 3.4 billion of us watching could fit on a single football hexagon. #WorldCup http://t.co/vy34JBswUu",1505,1434,1480,Intel
single football hexagon,OTHER,0,1505,1434,1480,"If people were transistor-sized, all 3.4 billion of us watching could fit on a single football hexagon. #WorldCup http://t.co/vy34JBswUu",1505,1434,1480,Intel
#empowering,HASHTAG,0,1358,1706,1479,RT Microsoft: One of our TWO Super Bowl commercials this year: Estella's Brilliant Bus#empowering #SB49https://t.co/Ic4zb6Gwy4,1358,1706,1479,Intel
#SB49,HASHTAG,0,1358,1706,1479,RT Microsoft: One of our TWO Super Bowl commercials this year: Estella's Brilliant Bus#empowering #SB49https://t.co/Ic4zb6Gwy4,1358,1706,1479,Intel
Estella,OTHER,0,1358,1706,1479,RT Microsoft: One of our TWO Super Bowl commercials this year: Estella's Brilliant Bus#empowering #SB49https://t.co/Ic4zb6Gwy4,1358,1706,1479,Intel
https://t.co/Ic4zb6Gwy4,LINK,0,1358,1706,1479,RT Microsoft: One of our TWO Super Bowl commercials this year: Estella's Brilliant Bus#empowering #SB49https://t.co/Ic4zb6Gwy4,1358,1706,1479,Intel
#wearabletech,HASHTAG,4.91E-04,1449,1555,1476,Researchers are working to reconfigure the human body with technology: http://t.co/RRxvPEAF0B #wearabletech http://t.co/jP9ZT1PgCo,410,471,431,Intel
http://t.co/n9D3ad4w9G,LINK,0,951,2438,1471,"New sports #wearables help pros and amateurs alike play longer, harder and safer. See how: http://t.co/n9D3ad4w9G #iQ http://t.co/Xdlup0a0Mi",951,2438,1471,Intel
http://t.co/Xdlup0a0Mi,LINK,0,951,2438,1471,"New sports #wearables help pros and amateurs alike play longer, harder and safer. See how: http://t.co/n9D3ad4w9G #iQ http://t.co/Xdlup0a0Mi",951,2438,1471,Intel
safe,OTHER,0.171000007,1186,1990,1465,"With Intel technology, your face is your password. Looks like Jim Parsons' account is safe. #whatsnext https://t.co/IF075OHAFA",747,1137,883,Intel
#ESLOne,HASHTAG,0.00663698,1421,1534,1460,RT ESL: There are no words to describe how far #esports has come. Amazing atmosphere in Katowice! #IEM #ESLOne http://t.co/kDDOpGXndv,1323,1378,1342,Intel
Eddie,OTHER,0.100000002,1084,2149,1456,"We gave #StephenHawking a new voice, but you showed us his real one. Congrats Eddie. http://t.co/oStjLc682Q #Oscars http://t.co/goloPKntLI",1083,2148,1455,Intel
http://t.co/goloPKntLI,LINK,0,1083,2148,1455,"We gave #StephenHawking a new voice, but you showed us his real one. Congrats Eddie. http://t.co/oStjLc682Q #Oscars http://t.co/goloPKntLI",1083,2148,1455,Intel
http://t.co/oStjLc682Q,LINK,0,1083,2148,1455,"We gave #StephenHawking a new voice, but you showed us his real one. Congrats Eddie. http://t.co/oStjLc682Q #Oscars http://t.co/goloPKntLI",1083,2148,1455,Intel
new voice,OTHER,0.060664002,1083,2148,1455,"We gave #StephenHawking a new voice, but you showed us his real one. Congrats Eddie. http://t.co/oStjLc682Q #Oscars http://t.co/goloPKntLI",1083,2148,1455,Intel
http://t.co/QGczbq102f,LINK,0,1311,1683,1441,"Make a man an arm, change a life. Teach him to make arms, change the world. http://t.co/QGczbq102f #lookinside http://t.co/5xco6yso7O",1311,1683,1441,Intel
http://t.co/5xco6yso7O,LINK,0,1311,1683,1441,"Make a man an arm, change a life. Teach him to make arms, change the world. http://t.co/QGczbq102f #lookinside http://t.co/5xco6yso7O",1311,1683,1441,Intel
#CESAsia,HASHTAG,0.03125,772,2678,1437,"Connected mugs, DJ culture and new mobile tech at #Intel booth at the first ever #CESAsia. http://t.co/5HurQLGjs8 http://t.co/EV9YagxIi6",593,2332,1201,Intel
http://t.co/G08HVyT753,LINK,0,1190,1871,1428,Marie Curie was the 1st woman to win the Nobel Prize. Twice. #Inspired #MothersOfInvention http://t.co/RizrWAnStQ http://t.co/G08HVyT753,1190,1871,1428,Intel
http://t.co/RizrWAnStQ,LINK,0,1190,1871,1428,Marie Curie was the 1st woman to win the Nobel Prize. Twice. #Inspired #MothersOfInvention http://t.co/RizrWAnStQ http://t.co/G08HVyT753,1190,1871,1428,Intel
#smartphone,HASHTAG,0.75,1194,1866,1428,".lenovo's P90 #smartphone with Intel's Atom processor http://t.co/K9didPLBbU via verge ""it's impressive"" #CES2015 http://t.co/5S2SqZ5EKA",597,933,714,Intel
1st woman,OTHER,0.470838368,1190,1871,1428,Marie Curie was the 1st woman to win the Nobel Prize. Twice. #Inspired #MothersOfInvention http://t.co/RizrWAnStQ http://t.co/G08HVyT753,1190,1871,1428,Intel
#deliciousinside,HASHTAG,0.436884493,1582,1138,1426,Say hello to the next chip from Intel launching April 1st 2014 #deliciousinside http://t.co/eGeoVKerET http://t.co/Od65GRRDyL,791,569,713,Intel
mobile device,OTHER,0.288397014,1018,2158,1416,"Up close with Acer Predator, the newest #Intel-powered mobile device for gaming and more. #Computex2015 http://t.co/3w7smJ3flk",508,1078,707,Intel
Taipei,OTHER,0.155833336,1150,1877,1404,We're lighting Taipei up with exciting announcements at Computex. Get the full round-up: http://t.co/zs69rKNPmj http://t.co/yi048XpCoO,825,1268,980,Intel
http://t.co/a1QszCJNbb,LINK,0,1006,2125,1397,Can you spot the dog &amp; alien? See what else you'll find with #RealSense: http://t.co/a1QszCJNbb http://t.co/OHmyDF2Jk4,1006,2125,1397,Intel
http://t.co/OHmyDF2Jk4,LINK,0,1006,2125,1397,Can you spot the dog &amp; alien? See what else you'll find with #RealSense: http://t.co/a1QszCJNbb http://t.co/OHmyDF2Jk4,1006,2125,1397,Intel
#SaidNoOneEver,HASHTAG,0,998,2060,1366,"Computers aren't meant to flip, twist, or adapt to my changing needs. #SaidNoOneEver #2in1",559,1340,832,Intel
Amazing,OTHER,0.249900007,1326,1382,1344,RT ESL: There are no words to describe how far #esports has come. Amazing atmosphere in Katowice! #IEM #ESLOne http://t.co/kDDOpGXndv,1323,1378,1342,Intel
Amazing atmosphere,OTHER,0.49000001,1323,1378,1342,RT ESL: There are no words to describe how far #esports has come. Amazing atmosphere in Katowice! #IEM #ESLOne http://t.co/kDDOpGXndv,1323,1378,1342,Intel
http://t.co/kDDOpGXndv,LINK,0,1323,1378,1342,RT ESL: There are no words to describe how far #esports has come. Amazing atmosphere in Katowice! #IEM #ESLOne http://t.co/kDDOpGXndv,1323,1378,1342,Intel
@ESL,USERNAME,0,1323,1378,1342,RT ESL: There are no words to describe how far #esports has come. Amazing atmosphere in Katowice! #IEM #ESLOne http://t.co/kDDOpGXndv,1323,1378,1342,Intel
@smsaudio,USERNAME,5.27E-06,1107,1770,1321,"The European leg of the #Intel #wearables tour. MICA, mybasis, and smsaudio at #MWC15. https://t.co/0ax3iksReh http://t.co/EjvjNGm5UM",528,1127,737,Intel
#GoFaster,HASHTAG,0.00625,898,2107,1319,Don't let battery power interrupt your game. �Intel-powered tablets help you #GoFaster for longer� via vine: https://t.co/VRULrhzt9q,555,1476,877,Intel
