keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company
Estella,OTHER,8.52E-19,1498,1926,1637,One of our TWO Super Bowl commercials this year: Estella's Brilliant Bus#empowering #SB49https://t.co/Ic4zb6Gwy4,1358,1706,1479,Microsoft
http://t.co/E6dRo7t0lg,LINK,0,1323,2110,1598,"RT Xbox: Fun, dark, and handsome.Get your #XboxOne starting at $399: http://t.co/modOWfkVVX http://t.co/E6dRo7t0lg",1323,2110,1598,Microsoft
handsome,OTHER,0.600000024,1323,2110,1598,"RT Xbox: Fun, dark, and handsome.Get your #XboxOne starting at $399: http://t.co/modOWfkVVX http://t.co/E6dRo7t0lg",1323,2110,1598,Microsoft
http://t.co/modOWfkVVX,LINK,0,1323,2110,1598,"RT Xbox: Fun, dark, and handsome.Get your #XboxOne starting at $399: http://t.co/modOWfkVVX http://t.co/E6dRo7t0lg",1323,2110,1598,Microsoft
baseball classic,OTHER,0.214829683,2299,263,1586,RT Xbox: The baseball classic is back. And we've got 30 #XboxOne codes to give away.RT for a chance to win a free copy of RBI Baseball fr�,2299,263,1586,Microsoft
productive,OTHER,0.292750021,1465,1774,1572,RT surface: #SurfacePro3: Still the most productive tablet on the planet.https://t.co/SCZnh06zyg,776,1348,976,Microsoft
:),OTHER,0.003191855,1557,1669,1563,"RT nokia: Something old, something new :) #TBT http://t.co/QLUoOigDpX",413,459,429,Microsoft
Dropbox,OTHER,0,1740,1224,1559,RT Dropbox: We're partnering with Microsoft to combine the power of Dropbox and Office! http://t.co/zLDyNRIvt6 http://t.co/jf8B5U5um4,1587,1085,1411,Microsoft
celebrating,OTHER,0.574999988,1469,1662,1536,RT Xbox: Today you're not gaming. You're celebrating. #VideoGameDay http://t.co/2cKVksW1cU,1409,1587,1471,Microsoft
http://t.co/ZsBvT6HVDd,LINK,0,1936,745,1519,Your passions never clock out. How do you own your #5to9? http://t.co/ZsBvT6HVDd,1936,745,1519,Microsoft
Lenovo,OTHER,8.20E-06,1440,1672,1516,"""Is that a computer on your keychain?� Meet the Lenovo ideacentre Stick 300: http://t.co/FlPyJgMcAT http://t.co/aoWIIs4qhU",555,647,587,Microsoft
verge,OTHER,5.95E-04,1610,1320,1505,RT verge: Skype's newest app will translate your speech in real-time http://t.co/nel8KgGUPi http://t.co/Z0d8WyOMN5,603,437,544,Microsoft
https://t.co/Ic4zb6Gwy4,LINK,0,1358,1706,1479,One of our TWO Super Bowl commercials this year: Estella's Brilliant Bus#empowering #SB49https://t.co/Ic4zb6Gwy4,1358,1706,1479,Microsoft
Big news,OTHER,0.440000013,1397,1624,1475,RT Xbox: New games. Big news. Watch this year's #XboxE3 broadcast LIVE beginning 9AM PT: http://t.co/AfGMdsO2W2 http://t.co/8ydvDQgkG8,1333,1578,1418,Microsoft
http://t.co/2cKVksW1cU,LINK,0,1409,1587,1471,RT Xbox: Today you're not gaming. You're celebrating. #VideoGameDay http://t.co/2cKVksW1cU,1409,1587,1471,Microsoft
#VideoGameDay,HASHTAG,0,1409,1587,1471,RT Xbox: Today you're not gaming. You're celebrating. #VideoGameDay http://t.co/2cKVksW1cU,1409,1587,1471,Microsoft
http://t.co/Hw0ZCWlW0K,LINK,0,1254,1869,1469,RT Xbox: Our first draft pick is in.Meet the #XboxOne EAMaddenNFL 15 Bundle: http://t.co/jdYzPJBPt1 http://t.co/Hw0ZCWlW0K,1254,1869,1469,Microsoft
first draft,OTHER,0.245259002,1254,1869,1469,RT Xbox: Our first draft pick is in.Meet the #XboxOne EAMaddenNFL 15 Bundle: http://t.co/jdYzPJBPt1 http://t.co/Hw0ZCWlW0K,1254,1869,1469,Microsoft
draft pick,OTHER,0.245259002,1254,1869,1469,RT Xbox: Our first draft pick is in.Meet the #XboxOne EAMaddenNFL 15 Bundle: http://t.co/jdYzPJBPt1 http://t.co/Hw0ZCWlW0K,1254,1869,1469,Microsoft
http://t.co/jdYzPJBPt1,LINK,0,1254,1869,1469,RT Xbox: Our first draft pick is in.Meet the #XboxOne EAMaddenNFL 15 Bundle: http://t.co/jdYzPJBPt1 http://t.co/Hw0ZCWlW0K,1254,1869,1469,Microsoft
EAMaddenNFL,OTHER,0,1254,1869,1469,RT Xbox: Our first draft pick is in.Meet the #XboxOne EAMaddenNFL 15 Bundle: http://t.co/jdYzPJBPt1 http://t.co/Hw0ZCWlW0K,1254,1869,1469,Microsoft
tragic,OTHER,-0.75,1716,969,1454,"RT Skype: In light of the tragic events in Nepal, all Skype calls to landlines &amp; mobiles in &amp; out of Nepal are free. More: [http://t.co/pz�",1716,969,1454,Microsoft
Nepal,OTHER,-0.75,1716,969,1454,"RT Skype: In light of the tragic events in Nepal, all Skype calls to landlines &amp; mobiles in &amp; out of Nepal are free. More: [http://t.co/pz�",1716,969,1454,Microsoft
tragic events,OTHER,-0.75,1716,969,1454,"RT Skype: In light of the tragic events in Nepal, all Skype calls to landlines &amp; mobiles in &amp; out of Nepal are free. More: [http://t.co/pz�",1716,969,1454,Microsoft
http://t.co/7uWVuYKjqy,LINK,0,1381,1581,1451,RT BillGates: http://t.co/elZN60oCSj's tools are way better than what these guys started with� http://t.co/7uWVuYKjqy  #HourofCode http://�,1381,1581,1451,Microsoft
http://t.co/elZN60oCSj,LINK,0,1381,1581,1451,RT BillGates: http://t.co/elZN60oCSj's tools are way better than what these guys started with� http://t.co/7uWVuYKjqy  #HourofCode http://�,1381,1581,1451,Microsoft
http://t.co/8ydvDQgkG8,LINK,0,1333,1578,1418,RT Xbox: New games. Big news. Watch this year's #XboxE3 broadcast LIVE beginning 9AM PT: http://t.co/AfGMdsO2W2 http://t.co/8ydvDQgkG8,1333,1578,1418,Microsoft
#gearup,HASHTAG,-0.001701385,988,2224,1412,VIDEO: A group of seniors #gearup for back to school and get ready for the big transition to college. http://t.co/kgP119xHDX #bts,147,753,359,Microsoft
msonenote,OTHER,1.04E-14,1435,1401,1412,RT msonenote: #OfficeLens captures notes with one click. Now available on iPhone and Android. Find out more: http://t.co/QDTlKZWYsQ http:/�,416,322,383,Microsoft
http://t.co/jf8B5U5um4,LINK,0,1587,1085,1411,RT Dropbox: We're partnering with Microsoft to combine the power of Dropbox and Office! http://t.co/zLDyNRIvt6 http://t.co/jf8B5U5um4,1587,1085,1411,Microsoft
http://t.co/zLDyNRIvt6,LINK,0,1587,1085,1411,RT Dropbox: We're partnering with Microsoft to combine the power of Dropbox and Office! http://t.co/zLDyNRIvt6 http://t.co/jf8B5U5um4,1587,1085,1411,Microsoft
http://t.co/D3dFJM4gYH,LINK,0,1215,1726,1393,RT Xbox: #XboxOne gamers logged 189M hours (21k years) in the first 2 weeks of December. http://t.co/D3dFJM4gYH,1215,1726,1393,Microsoft
http://t.co/QMcNy9B0NC,LINK,0,1734,752,1390,RT MSFTnews: Announcing Windows 10 http://t.co/QMcNy9B0NC http://t.co/w3MkVmsl4l,1734,752,1390,Microsoft
http://t.co/w3MkVmsl4l,LINK,0,1734,752,1390,RT MSFTnews: Announcing Windows 10 http://t.co/QMcNy9B0NC http://t.co/w3MkVmsl4l,1734,752,1390,Microsoft
CEO,OTHER,1.13E-04,1203,1658,1359,RT DangeRussWilson: Honor being on stage with Microsoft CEO SatyaNadella for #CONV2015 in Atlanta! http://t.co/3640dSnRH6,282,680,421,Microsoft
http://t.co/mnDwPuepko,LINK,0,1528,1038,1356,RT XboxEntertain: #TheInterview is available today on #XboxVideo and on http://t.co/z0Uqvv6A3m. http://t.co/mnDwPuepko http://t.co/FYlq2IN�,1528,1038,1356,Microsoft
#TheInterview,HASHTAG,0.301687509,1528,1038,1356,RT XboxEntertain: #TheInterview is available today on #XboxVideo and on http://t.co/z0Uqvv6A3m. http://t.co/mnDwPuepko http://t.co/FYlq2IN�,1528,1038,1356,Microsoft
http://t.co/z0Uqvv6A3m.,LINK,0,1528,1038,1356,RT XboxEntertain: #TheInterview is available today on #XboxVideo and on http://t.co/z0Uqvv6A3m. http://t.co/mnDwPuepko http://t.co/FYlq2IN�,1528,1038,1356,Microsoft
America,OTHER,0.299408511,1232,1576,1351,RT satyanadella: A historic moment and step forward for equality in America. #LoveWins,998,1394,1136,Microsoft
mind-bending world,OTHER,0,1322,1400,1349,RT BillGates: An introduction to the mind-bending world of quantum computing: http://t.co/xlMkveNxHb,1322,1400,1349,Microsoft
http://t.co/xlMkveNxHb,LINK,0,1322,1400,1349,RT BillGates: An introduction to the mind-bending world of quantum computing: http://t.co/xlMkveNxHb,1322,1400,1349,Microsoft
great things,OTHER,0.400000006,1548,950,1338,RT satyanadella: Coding is fun! Help us get 100M students to see how it can help them achieve great things. #HourofCode http://t.co/OGmqlh�,774,475,669,Microsoft
supported,OTHER,0.487407386,1538,940,1328,"RT Windows: LIVE UPDATE: #Windows10 will be a service, keeping the experience current for the supported lifetime of the device. http://t.c�",1538,940,1328,Microsoft
SpaceX,OTHER,-0.027500004,1247,1432,1311,RT NASA: A pair of HoloLens is flying on SpaceX #Dragon Sunday to aid Space_Station crews: http://t.co/83PNxj3Ojp Skypehttps://t.co/V�,894,1070,955,Microsoft
http://t.co/RJAjhUktKD,LINK,0,1428,1095,1311,RT Windows: Say good-bye to passwords with Windows Hello: http://t.co/RJAjhUktKD #Windows10 http://t.co/kezIvWyb3u,1428,1095,1311,Microsoft
http://t.co/kezIvWyb3u,LINK,0,1428,1095,1311,RT Windows: Say good-bye to passwords with Windows Hello: http://t.co/RJAjhUktKD #Windows10 http://t.co/kezIvWyb3u,1428,1095,1311,Microsoft
Space_Station,OTHER,-0.027500004,1247,1432,1311,RT NASA: A pair of HoloLens is flying on SpaceX #Dragon Sunday to aid Space_Station crews: http://t.co/83PNxj3Ojp Skypehttps://t.co/V�,894,1070,955,Microsoft
truly personal,OTHER,0,1501,944,1305,"RT Windows: LIVE UPDATE: Cortana, your truly personal digital assistant, is coming to all #Windows10 devices. http://t.co/XowS6UzE76",1378,869,1199,Microsoft
digital assistant,OTHER,0,1501,944,1305,"RT Windows: LIVE UPDATE: Cortana, your truly personal digital assistant, is coming to all #Windows10 devices. http://t.co/XowS6UzE76",1378,869,1199,Microsoft
#MSCloud,HASHTAG,0,1527,875,1294,"RT MSFTnews: Yes, you heard that right. More than 20% of Azure VMs run on Linux. Live webcast: http://t.co/mYbIjv2mfK #MSCloud http://t.c�",566,270,462,Microsoft
Ford,OTHER,0.150000006,1112,1631,1292,"RT Ford: You really can't go wrong with Explorer or Edge, Microsoft. http://t.co/8YPBUISbWo",418,528,456,Microsoft
Dan Lin,OTHER,0.245000005,457,2792,1274,VIDEO: TheLegoMovie Producer Dan Lin talks creativity and technology: http://t.co/ph1iZZv1Xo,228,1734,755,Microsoft
#8WordEssay,HASHTAG,0.036638272,1154,1488,1263,8 words could win you a #SurfacePro3. Tweet an #8WordEssay about this photo to enter. Rules: http://t.co/wE3iQaNl9F http://t.co/xK3SCuMv0X,148,156,150,Microsoft
http://t.co/qO0mn68Q3q,LINK,0,1301,1191,1262,RT Xbox: Coming to your #Xbox in June. Free games for Gold members. Entertainment apps for everyone. http://t.co/qO0mn68Q3q http://t.co/lo�,1301,1191,1262,Microsoft
Free games,OTHER,0,1301,1191,1262,RT Xbox: Coming to your #Xbox in June. Free games for Gold members. Entertainment apps for everyone. http://t.co/qO0mn68Q3q http://t.co/lo�,1301,1191,1262,Microsoft
https://t.co/RGPxWS1mWX,LINK,0,1492,804,1251,RT Windows: Microsoft Edge unveiled as the new browser for #Windows10. https://t.co/RGPxWS1mWX #Build2015,1492,804,1251,Microsoft
creativity,OTHER,0.212333342,689,2261,1237,VIDEO: TheLegoMovie Producer Dan Lin talks creativity and technology: http://t.co/ph1iZZv1Xo,228,1734,755,Microsoft
http://t.co/XRCJ9g1P2V,LINK,0,1252,1180,1226,RT Windows: #Windows10 welcomes all developers � get the full round up of today's #Build2015 announcements http://t.co/XRCJ9g1P2V http://t�,1252,1180,1226,Microsoft
full round,OTHER,0,1252,1180,1226,RT Windows: #Windows10 welcomes all developers � get the full round up of today's #Build2015 announcements http://t.co/XRCJ9g1P2V http://t�,1252,1180,1226,Microsoft
SatyaNadella,OTHER,0.068750002,1073,1497,1218,RT DangeRussWilson: Honor being on stage with Microsoft CEO SatyaNadella for #CONV2015 in Atlanta! http://t.co/3640dSnRH6,282,680,421,Microsoft
Guardians Multiplayer Beta,OTHER,0.246673003,1098,1426,1212,RT Halo: The Halo 5: Guardians Multiplayer Beta is now live. Step into the Arena and join the action! http://t.co/VZ1BIKtEGY,1098,1426,1212,Microsoft
http://t.co/VZ1BIKtEGY,LINK,0,1098,1426,1212,RT Halo: The Halo 5: Guardians Multiplayer Beta is now live. Step into the Arena and join the action! http://t.co/VZ1BIKtEGY,1098,1426,1212,Microsoft
now live,OTHER,0.246673003,1098,1426,1212,RT Halo: The Halo 5: Guardians Multiplayer Beta is now live. Step into the Arena and join the action! http://t.co/VZ1BIKtEGY,1098,1426,1212,Microsoft
http://t.co/Yo4IKAteZf,LINK,0,1374,908,1210,RT Windows: Windows 10 welcomes all developers and code. #Windows10 #Build2015 http://t.co/Yo4IKAteZf,1374,908,1210,Microsoft
#BLDWIN,HASHTAG,0,1405,838,1205,RT Windows: Introducing #Cortana: Your new best friend on WindowsPhone. #BLDWIN http://t.co/mYrWSxUsXm,799,402,660,Microsoft
http://t.co/XowS6UzE76,LINK,0,1378,869,1199,"RT Windows: LIVE UPDATE: Cortana, your truly personal digital assistant, is coming to all #Windows10 devices. http://t.co/XowS6UzE76",1378,869,1199,Microsoft
#WindowsInsiders,HASHTAG,-0.024657279,1322,908,1176,RT Windows: The Windows 10 Technical Preview for phones is now available: http://t.co/TZsZDSJLm0 #WindowsInsiders #Windows10,695,472,616,Microsoft
TeamGleason,OTHER,0.150000006,1309,828,1139,"RT satyanadella: This one's for Steve. You're up, Jeff Bezos &amp; Larry Page. Donate to TeamGleason ALSassociation. #icebucketchallenge htt�",998,566,846,Microsoft
#LoveWins,HASHTAG,0,998,1394,1136,RT satyanadella: A historic moment and step forward for equality in America. #LoveWins,998,1394,1136,Microsoft
photo contest,OTHER,-0.108272553,1079,1217,1127,RT bing: Show us you photography skills. Submit your photo in our latest photo contest. http://t.co/Z316UBD7aN #BingWorthy http://t.co/DDp�,903,1006,939,Microsoft
AppStore,OTHER,0.245000005,1320,746,1118,"RT Office: More than 12 million downloads of Word, Excel, PPT &amp; OneNote for #iPad from the AppStore &lt;3 #OfficeforiPad http://t.co/iT2egNP�",974,390,769,Microsoft
http://t.co/pvsQzN6hdF,LINK,0,897,1531,1118,RT Xbox: We went ahead and unlocked this year's #XboxE3 announcements for you.  Enjoy: http://t.co/AfGMdsO2W2 http://t.co/pvsQzN6hdF,897,1531,1118,Microsoft
http://t.co/gki3J99z5O,LINK,0,781,1736,1115,RT surface: Now you can have Photoshop at your fingertips. Literally. #SurfacePro3 http://t.co/sdvTd5OpIo http://t.co/gki3J99z5O,781,1736,1115,Microsoft
http://t.co/sdvTd5OpIo,LINK,0,781,1736,1115,RT surface: Now you can have Photoshop at your fingertips. Literally. #SurfacePro3 http://t.co/sdvTd5OpIo http://t.co/gki3J99z5O,781,1736,1115,Microsoft
Photoshop,OTHER,0,781,1736,1115,RT surface: Now you can have Photoshop at your fingertips. Literally. #SurfacePro3 http://t.co/sdvTd5OpIo http://t.co/gki3J99z5O,781,1736,1115,Microsoft
tomwarren,OTHER,0,1082,1183,1113,RT tomwarren: HP just unveiled the cutest Windows PC ever and it only costs $180 http://t.co/UaFVjYQbM7 http://t.co/XteUgIiCoA,427,388,413,Microsoft
#Microsoft,HASHTAG,0.031437427,1199,932,1101,RT imaginecup: Things sure have changed. #ThrowbackThursday #Microsoft http://t.co/6KXtXtHIUa,474,330,423,Microsoft
https://t.co/NRpl14pROs,LINK,0,728,1752,1086,Introducing Microsoft Band. Available now at Microsoft Store locations and online. Learn all about it here: https://t.co/NRpl14pROs,728,1752,1086,Microsoft
#HUNTtheTRUTH,HASHTAG,0.399499953,708,1764,1076,"RT Xbox: #HUNTtheTRUTH on iTunesPodcasts, where you can subscribe &amp; listen to all 8 episodes: http://t.co/hemkRDUNDm http://t.co/xjc3rEBY�",354,882,538,Microsoft
LumiaUS,OTHER,-1.42E-04,903,1393,1070,RT LumiaUS: Personalize your #Lumia like never before with the all-new #TileArt app! Get it now: http://t.co/naJk1Inr5K http://t.co/IcRCrd�,205,335,250,Microsoft
#ImagineCup,HASHTAG,0.022077587,1156,895,1062,"RT BillGates: No, it's not a new contact lens...This #ImagineCup creation could be a real life saver: http://t.co/8rVFe6gmjm http://t.co/d�",922,711,848,Microsoft
https://t.co/bqzdyASsay,LINK,0,1189,743,1032,Microsoft HoloLens. Transform your world with holograms. Watch:https://t.co/bqzdyASsay,1189,743,1032,Microsoft
http://t.co/yBOYDIVhga,LINK,0,1220,626,1012,RT windowsphone: Meet #Cortana.�#bldwin #WindowsPhone http://t.co/yBOYDIVhga,1220,626,1012,Microsoft
#OfficeforiPhone,HASHTAG,0.087624498,1030,976,1010,"RT Office: Now create, edit &amp; more for free w/ features you want #OfficeforiPad #OfficeforiPhone http://t.co/GqYnBn73gG http://t.co/y1hCrB�",661,483,598,Microsoft
Excited,OTHER,0.116666668,1101,832,1005,RT HoloLens: Excited about what cwru will do w/ #Windows10 &amp; #HoloLens to advance medical education beyond what's possible now. http://t.�,438,385,419,Microsoft
homepage image,OTHER,0.007982658,885,1207,996,RT bing: We want the next homepage image to come from you. Enter our latest photo contest: http://t.co/Z316UBD7aN #BingWorthy http://t.co/�,176,211,188,Microsoft
http://t.co/3FUfUoID7F,LINK,0,1124,761,996,RT nokia: The #Lumia Cyan update with Windows Phone 8.1 and Lumia features starts rolling out today! http://t.co/3FUfUoID7F http://t.co/YM�,1124,761,996,Microsoft
MicrosoftOEM,OTHER,9.12E-09,984,1021,991,RT MicrosoftOEM: Best of IFA 2014: laptopmag names the ASUS Zenbook UX305 best laptop - http://t.co/9FDGfuTwvh http://t.co/jN7FpCVDUJ,127,143,132,Microsoft
online courses,OTHER,0.145871997,974,996,980,RT satyanadella: I love online courses�.and so do 2m Microsoft students http://t.co/jGsnlRzY19 MSVirtAcademy http://t.co/Re3YhUA8bD,487,498,490,Microsoft
CNET,OTHER,0.015806867,1048,854,978,"RT CNET: The Microsoft Band is a seriously smart fitness tracker, says jetscott (hands-on) http://t.co/qE2rSPViY0 http://t.co/cXsjHze0Au",423,364,402,Microsoft
https://t.co/SCZnh06zyg,LINK,0,776,1348,976,RT surface: #SurfacePro3: Still the most productive tablet on the planet.https://t.co/SCZnh06zyg,776,1348,976,Microsoft
productive tablet,OTHER,0.72450006,776,1348,976,RT surface: #SurfacePro3: Still the most productive tablet on the planet.https://t.co/SCZnh06zyg,776,1348,976,Microsoft
Gizmodo,OTHER,0.07541666,927,1052,969,"Via Gizmodo: ""Surface Pro 3 has one of the best displays yet"" http://t.co/gcHSnIJGt8 http://t.co/CgwNFni7hn",176,245,200,Microsoft
favorite,OTHER,0.024078676,846,1196,956,RT ghennigan: We don't need to see any more commercials to pick our favorite. Microsoft http://t.co/059oI7axku,87,167,115,Microsoft
aid,OTHER,0.49000001,894,1070,955,RT NASA: A pair of HoloLens is flying on SpaceX #Dragon Sunday to aid Space_Station crews: http://t.co/83PNxj3Ojp Skypehttps://t.co/V�,894,1070,955,Microsoft
new ways,OTHER,0.604003668,892,1037,942,"RT HoloLens: Holograms mixed with your real world will unlock all new ways to create, communicate, work and play. #XboxE3 http://t.co/OiuP�",892,1037,942,Microsoft
real world,OTHER,0.303579003,892,1037,942,"RT HoloLens: Holograms mixed with your real world will unlock all new ways to create, communicate, work and play. #XboxE3 http://t.co/OiuP�",892,1037,942,Microsoft
photography skills,OTHER,0.007113725,903,1006,939,RT bing: Show us you photography skills. Submit your photo in our latest photo contest. http://t.co/Z316UBD7aN #BingWorthy http://t.co/DDp�,903,1006,939,Microsoft
JUST ANNOUNCED,OTHER,0.017230401,1117,549,917,JUST ANNOUNCED: Skype group video calls are now free. http://t.co/mcMl1XZnBG http://t.co/cDUMIgqwjj,1031,439,823,Microsoft
top,OTHER,0.030650524,948,878,917,RT msonenote: Thank you Time for making #OfficeLens one of your top five iPhone apps this week! Read more: http://t.co/85it580NW7 http://�,150,165,155,Microsoft
#FlashbackFriday,HASHTAG,0,945,856,913,RT Windows: #FlashbackFriday http://t.co/QSx1hqRsz6,945,855,913,Microsoft
http://t.co/QSx1hqRsz6,LINK,0,945,855,913,RT Windows: #FlashbackFriday http://t.co/QSx1hqRsz6,945,855,913,Microsoft
fair game,OTHER,-0.832499981,804,1114,912,"levie Thank you. Comic Sans is still fair game, though.",402,557,456,Microsoft
full list,OTHER,0.405589014,838,1044,910,RT Xbox: What else is coming to #Xbox?A whole lot. Get the full list on The Wire: http://t.co/YT1FmS70qQ http://t.co/GSCxNcI0OG,419,522,455,Microsoft
beautiful,OTHER,0.16175,815,1080,904,"RT JoeMontana: WOW I forgot how beautiful Seattle is when the sun is out! Never been on Microsoft campus before, this place is HUGE!",271,459,336,Microsoft
https://t.co,LINK,0,922,839,892,"RT surface: Meet the new Surface 3, a perfect balance of performance and value. From $499. Learn more: http://t.co/ZATp3NqYndhttps://t.co�",876,759,835,Microsoft
gorgeous,OTHER,0.600000024,1099,505,890,RT surface: The multi-position kickstand on #SurfacePro3 is gorgeous and productive at any angle. http://t.co/xcMDiDQ1vz,558,263,454,Microsoft
ambition,OTHER,0.599666655,953,778,890,RT satyanadella: Our ambition is for you to love Windows and make it home - sign up to be an Insider. http://t.co/qWsXiv4GJq #Windows10,736,610,691,Microsoft
#sharetosave,HASHTAG,0.408958316,1266,192,890,"RT MicrosoftStore: Followers unite! 500 retweets will unlock a deal on one of our music accessories. Ready, set, share! #sharetosave� http�",633,96,445,Microsoft
http://t.co/YLViHQbCr1,LINK,0,897,873,888,RT Xbox: The Xbox experience is coming to #Windows10.  Learn more: http://t.co/YLViHQbCr1https://t.co/zu5Q1zyWZt,897,873,888,Microsoft
https://t.co/zu5Q1zyWZt,LINK,0,897,873,888,RT Xbox: The Xbox experience is coming to #Windows10.  Learn more: http://t.co/YLViHQbCr1https://t.co/zu5Q1zyWZt,897,873,888,Microsoft
http�,LINK,0.04823235,1053,590,887,"RT MicrosoftStore: Followers unite! 500 retweets will unlock a deal on one of our music accessories. Ready, set, share! #sharetosave� http�",633,96,445,Microsoft
realmadriden,OTHER,0,831,986,884,RT realmadriden: Where does your Passion come from? Microsofthttps://t.co/sG0Z8ZvhMf,427,552,470,Microsoft
Adobe Systems,OTHER,0.008291667,951,762,882,Weekend Reading:�The New Adobe Creative Cloud arrives on Surface Pro 3. http://t.co/0FK0sob1pO http://t.co/Ug3KR524fT,320,272,303,Microsoft
#EarthDay,HASHTAG,0,624,1342,875,Tracking the endangered Black Rhino with the help of Surface. #EarthDayhttps://t.co/l8Bmiaq463,624,1342,875,Microsoft
endangered,OTHER,-0.49000001,624,1342,875,Tracking the endangered Black Rhino with the help of Surface. #EarthDayhttps://t.co/l8Bmiaq463,624,1342,875,Microsoft
https://t.co/l8Bmiaq463,LINK,0,624,1342,875,Tracking the endangered Black Rhino with the help of Surface. #EarthDayhttps://t.co/l8Bmiaq463,624,1342,875,Microsoft
#MicrosoftBand,HASHTAG,0.051625001,672,1246,871,"RT DangeRussWilson: Thanks Microsoft for the #MicrosoftBand.  Lets me track my sleep quality, optimize my workouts and check email! http:�",249,758,427,Microsoft
RealMadrid,OTHER,4.91E-04,776,1046,866,RT realmadriden: .Microsoft showcases RealMadrid as a worldwide example of digital transformation in the sports industry. https://t.co/q�,237,328,268,Microsoft
"""3D printing used to be my hobby. Now it's my job.""",OTHER,0,612,1330,861,"""3D printing used to be my hobby. Now it's my job."" http://t.co/hfBQ7R9T6W #ICreatedThis http://t.co/MFjSYC5Fuz",178,816,401,Microsoft
real life saver,OTHER,0.408958316,922,711,848,"RT BillGates: No, it's not a new contact lens...This #ImagineCup creation could be a real life saver: http://t.co/8rVFe6gmjm http://t.co/d�",922,711,848,Microsoft
saver,OTHER,0.408958316,922,711,848,"RT BillGates: No, it's not a new contact lens...This #ImagineCup creation could be a real life saver: http://t.co/8rVFe6gmjm http://t.co/d�",922,711,848,Microsoft
new contact,OTHER,-0.0401485,922,711,848,"RT BillGates: No, it's not a new contact lens...This #ImagineCup creation could be a real life saver: http://t.co/8rVFe6gmjm http://t.co/d�",922,711,848,Microsoft
contact lens,OTHER,0.041394055,922,711,848,"RT BillGates: No, it's not a new contact lens...This #ImagineCup creation could be a real life saver: http://t.co/8rVFe6gmjm http://t.co/d�",922,711,848,Microsoft
http://t.co/8rVFe6gmjm,LINK,0,922,711,848,"RT BillGates: No, it's not a new contact lens...This #ImagineCup creation could be a real life saver: http://t.co/8rVFe6gmjm http://t.co/d�",922,711,848,Microsoft
Jeff Bezos,OTHER,0,998,566,846,"RT satyanadella: This one's for Steve. You're up, Jeff Bezos &amp; Larry Page. Donate to TeamGleason ALSassociation. #icebucketchallenge htt�",998,566,846,Microsoft
Steve,OTHER,0,998,566,846,"RT satyanadella: This one's for Steve. You're up, Jeff Bezos &amp; Larry Page. Donate to TeamGleason ALSassociation. #icebucketchallenge htt�",998,566,846,Microsoft
Larry Page,OTHER,0,998,566,846,"RT satyanadella: This one's for Steve. You're up, Jeff Bezos &amp; Larry Page. Donate to TeamGleason ALSassociation. #icebucketchallenge htt�",998,566,846,Microsoft
joebelfiore,OTHER,0,923,705,845,RT joebelfiore: Looks like Cortana woke up and realized that magic sometimes trumps statistical models!  :) #gohawks sportsradiokjr http:�,332,299,320,Microsoft
#CES2015,HASHTAG,0,782,946,838,Introduced at #CES2015: ORIGIN PC gaming laptops now 37% thinner &amp; 30% lighter. 100% beastly. http://t.co/o7EK0JOMqF http://t.co/VbuvAp05HP,283,435,336,Microsoft
http://t.co/ZATp3NqYnd,LINK,0,876,759,835,"RT surface: Meet the new Surface 3, a perfect balance of performance and value. From $499. Learn more: http://t.co/ZATp3NqYndhttps://t.co�",876,759,835,Microsoft
perfect balance,OTHER,0.75,876,759,835,"RT surface: Meet the new Surface 3, a perfect balance of performance and value. From $499. Learn more: http://t.co/ZATp3NqYndhttps://t.co�",876,759,835,Microsoft
#backtoschool,HASHTAG,5.89E-10,779,943,828,Capture your summer with Windows Phone. http://t.co/SsnGxZU7cp  #backtoschool #gearup http://t.co/ljtIgdMf1P,81,122,95,Microsoft
group video calls,OTHER,0.015664,1031,439,823,JUST ANNOUNCED: Skype group video calls are now free. http://t.co/mcMl1XZnBG http://t.co/cDUMIgqwjj,1031,439,823,Microsoft
http://t.co/mcMl1XZnBG,LINK,0,1031,439,823,JUST ANNOUNCED: Skype group video calls are now free. http://t.co/mcMl1XZnBG http://t.co/cDUMIgqwjj,1031,439,823,Microsoft
http://t.co/cDUMIgqwjj,LINK,0,1031,439,823,JUST ANNOUNCED: Skype group video calls are now free. http://t.co/mcMl1XZnBG http://t.co/cDUMIgqwjj,1031,439,823,Microsoft
fastest,OTHER,0.15625,977,504,811,"RT surface: With intel i3, i5, and i7 processors, the #SurfacePro3 is our fastest, most powerful device yet. http://t.co/XwFS6FgoBk",533,268,440,Microsoft
intelligence,OTHER,0.600000024,888,639,800,RT satyanadella: great doodle of the world of data. catalyzing data exhaust into fuel for ambient intelligence http://t.co/GayjelefsE http�,849,608,764,Microsoft
Steve Gleason post-Ice Bucket,OTHER,0,809,778,798,RT BillGates: Meeting with former NFL player Steve Gleason post-Ice Bucket opened my eyes to what life is like with #ALS: http://t.co/XdOW�,809,778,798,Microsoft
#ALS,HASHTAG,0,809,778,798,RT BillGates: Meeting with former NFL player Steve Gleason post-Ice Bucket opened my eyes to what life is like with #ALS: http://t.co/XdOW�,809,778,798,Microsoft
