keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop
http://t.co/xX4coqeItC,LINK,0.0,53,78,61,Uuuuuur ahhhhhhrrrr uhrrr ahhhhrrr aaaarhg #StarWarsDay http://t.co/P8QZssMuq0 #MayThe4thBeWithYou http://t.co/xX4coqeItC,53,78,61
http://t.co/7PYTK9piqB,LINK,0.0,130,137,132,Pet Sweep: Animal-Powered Debris Removal System http://t.co/D2E13z7gOt http://t.co/7PYTK9piqB,130,137,132
http://t.co/Go02nI4ABM,LINK,0.0,243,583,362,RT Avengers: Get your #Avengers fix thanks to AmazonVideo! Watch: http://t.co/Go02nI4ABM,243,583,362
http://t.co/B2PEaCI0mT,LINK,0.0,52,59,54,RT AmazonVideo: There are 5 new Amazon Original Series coming soon from the last pilot season. Find out which: http://t.co/B2PEaCI0mT http�,52,59,54
http://t.co/Z5812dmd6L,LINK,0.0,30,57,39,Deal of the day: Over 50% off select Samsung NX300 Mirrorless Cameras http://t.co/pd5SYIgrYA http://t.co/Z5812dmd6L,30,57,39
@ShopRedDress,USERNAME,0.0,45,79,56,RT ShopRedDress: We now have amazon payment gateway at checkout! No more running for the cc ladies! #winning mcuban,24,56,35
http://t.co/onKDF2W3d5,LINK,0.0,103,126,111,RT amazongames: Get an Xbox One 12m of Live Turtle Beach XO headset AC Unity/Black Flag all for $349.99. http://t.co/onKDF2W3d5 http:/�,103,126,111
@stepf_p,USERNAME,0.400000006,34,111,60,RT stepf_p: Good things come in Bob boxes!!! #MinionsBoxes amazon http://t.co/LBaXRFUQNG,34,111,60
http://t.co/fdC5xPw907,LINK,0.0,101,101,100,Episode 1 of telltalegames' GameOfThrones series currently free! Plus 25% off season pass! http://t.co/fdC5xPw907 http://t.co/PT8Mn6JS6R,101,101,100
@Minions,USERNAME,0.0,34,152,73,RT danccoleman: Look what amazon is selling now... Furry Minions #minionsboxes http://t.co/44dro4pj71,26,83,45
http://t.co/jUeQTwzvgk,LINK,0.0,32,52,39,Father's Day Gift Idea: A super apron for a super dad http://t.co/8WY8DWTCuq http://t.co/jUeQTwzvgk,32,52,39
@Jacy332,USERNAME,0.0,17,77,38,RT Jacy332: A minion box to match his minion jammies #MinionsBoxes http://t.co/g0PZ4c4arM,17,77,38
http://t.co/i27OEkI6De,LINK,0.0,40,122,68,Want a chance to win one of these mugs? Add 'amazon' on Snapchat to play along  http://t.co/srtFflcyO2 http://t.co/i27OEkI6De,40,122,68
live chat,OTHER,-0.094999999,60,153,92,RT IMDb: Reminder: Join us for a live chat with Dolph_Lundgren today  2pm PST! Follow IMDb &amp; send Qs now to #IMDbAskDolph. http://t.co/�,37,67,47
http://t.co/F8eGRrVAZU,LINK,0.0,157,273,197,This is the measuring cup set you were looking for http://t.co/F8eGRrVAZU #MayThe4thBeWithYou http://t.co/UO0ozpKnMH,157,273,197
@mcwm,USERNAME,0.0,14,31,19,RT mcwm: Solid #StarWarsDay game amazon http://t.co/TLvr4jNFJc http://t.co/JKy2DgP83U,14,31,19
#MinionBob,HASHTAG,0.518606067,27,84,46,RT bababrandi: Let #MinionBob borrow my eye #MinionsBoxes #Amazon This box brightened my day! ?? http://t.co/juEK99PKPn,27,84,46
http://t.co/8SgcFeml3j,LINK,0.0,112,234,154,Play with your food on National Peanut Butter &amp; Jelly Day http://t.co/8SgcFeml3j http://t.co/wIMYpKlsK1,112,234,154
@hey_khay,USERNAME,0.0,41,170,85,RT hey_khay: Nerd Alert: I love the beginning of a new month because that means another free Kindle Book through my Amazon Prime membershi�,41,168,85
#HowToGetOutOfAReallyBadDate,HASHTAG,0.310000002,72,129,91,Tell them you have to hurry home to sign for an important Amazon delivery #HowToGetOutOfAReallyBadDate,72,129,91
house cleaning,OTHER,0.49000001,126,108,119,We're excited to unveil Amazon Home Services. Book furniture assembly house cleaning and yes even goat grazing.https://t.co/cRj8wwpfh4,126,108,119
http://t.co/GiMAvfhPrQ,LINK,0.0,40,77,52,RT AmazonVideo: #Birdman wins Best Original Screenplay! Available to own on Amazon Instant: http://t.co/GiMAvfhPrQ http://t.co/lwlnHs07RI,40,77,52
http://t.co/lTReGftUOA,LINK,0.0,39,39,39,Enter this #AmazonGiveaway for a chance to win flo_tweet's new album https://t.co/b17Ow444oh NoPurchNec http://t.co/lTReGftUOA,39,39,39
http://t.co/Heywptxxbh,LINK,0.0,66,106,80,The National Reading Month #100Books to read in a lifetime continues with The Strangerhttp://t.co/WXGtj6O5dj http://t.co/Heywptxxbh,66,106,80
Resilience,OTHER,0.5,33,57,41,Unbroken: A World War II Story of Survival Resilience and Redemption #100Books http://t.co/R220Y7TVbw http://t.co/Ufcj5MzDEA,33,57,41
travel gear,OTHER,0.49000001,45,88,60,A guide to the best travel gear you need for your next journey presented by wirecutter http://t.co/KYVlaQEHkZ http://t.co/wu7N6em6kO,45,88,60
wiper blades,OTHER,-0.1875,36,52,41,#HolidayFunFacts: Amazon customers purchased enough wiper blades for every driver in Mobile Alabama the rainiest city in the US.,36,52,41
http://t.co/WszDE1HxKx,LINK,0.0,853,116,595,.milkyway advances in the #CandyBracket! Celebrate &amp; RT for a chance to win #AmazonSweeps https://t.co/gkxUs03nrK http://t.co/WszDE1HxKx,853,116,595
https://t.co/yjXikDLRFK,LINK,0.0,69,48,61,National Reading Month #AmazonGiveaway: Enter for a chance to win this trilogy https://t.co/yjXikDLRFK NoPurchNec http://t.co/89O0ZfDvOW,69,48,61
http://t.co/ApAeaWYZ28,LINK,0.0,40,53,44,100 years of classics 25 movies 63% off http://t.co/m5uYDo2U9G #Dealoftheweek http://t.co/ApAeaWYZ28,40,53,44
http://t.co/T0Q1tpWTnF,LINK,0.0,70,120,87,Feeling Jurassic? Enter for a chance to win this velociraptor https://t.co/XLvRi9dCvm NoPurchNec. Ends 6/14 http://t.co/T0Q1tpWTnF,70,120,87
http://t.co/qRPXPnnG7a,LINK,0.0,82,162,110,Stepping on building blocks just got way less painful http://t.co/oGeGdDVVQH http://t.co/qRPXPnnG7a,82,162,110
http://t.co/p9p8pQlbdR,LINK,0.0,46,130,75,The only kitchen device you need on #NationalDonutDay http://t.co/2LAioJVouL http://t.co/p9p8pQlbdR,46,130,75
"""Star Wars: The Clone Wars Collector's Edition""",OTHER,0.0,54,65,57,"Today only save up to 42% on ""Star Wars: The Clone Wars Collector's Edition"" http://t.co/Wdqpor4A7L http://t.co/wN06YMrQw5",54,65,57
http://t.co/BVoIbK0Ikg,LINK,0.0,43,73,53,Phone dying too fast? If so the 77% off Deal of the Day is for you http://t.co/BVoIbK0Ikg http://t.co/z8hBV1HLNw,43,73,53
http://t.co/3OCtHMPg25,LINK,0.0,25,30,26,Deal of the Day: Over 45% off the Canon PowerShot S110 Digital Camera http://t.co/NEKg9Iaapq #CyberMonday http://t.co/3OCtHMPg25,25,30,26
#NationalReadingMonth,HASHTAG,5.522761902777778E-4,351,421,374,RT AmazonKindle: Expand their imagination. Share your favorite childhood books: http://t.co/FJL92aHdrC #NationalReadingMonth http://t.co/c�,140,164,148
now available,OTHER,0.04712227345772156,352,485,395,RT AmazonVideo: THIS JUST IN: The Prime Instant Video app is now available for #Android tablets! Download now: http://t.co/oNAJro8meW http�,67,80,71
http://t.co/s94Vdth1RT,LINK,0.0,37,41,38,Enter for a chance to win this Mother's Day Gift Idea Giveaway https://t.co/rXowywav56 NoPurchNec #AmazonGiveaway http://t.co/s94Vdth1RT,37,41,38
@GratefulDead,USERNAME,0.0,44,47,45,"Enter for a chance to see GratefulDead's ""Fare Thee Well"" concert http://t.co/binMi5n29x NoPurchNec.Ends 5/18/15 http://t.co/cHylZZVs7z",44,47,45
selfie game,OTHER,0.635756016,107,102,105,Take your selfie game to the next level with The Selfie Toaster http://t.co/BFvIUdXo8i http://t.co/3LfwNvweTq,107,102,105
@EricIGN,USERNAME,0.0,142,144,142,RT EricIGN: Hey this is cool: Amazon is offering all of OrphanBlack: Season 1 for free this Friday April 17. Well worth the binge for n�,142,144,142
http://t.co/tE6dPDdKnw,LINK,0.0,79,99,86,#AlwaysInOurHeartsZaynMalik and always on our wall http://t.co/tE6dPDdKnw http://t.co/jssJeg1kGG,79,99,86
luxury,OTHER,0.618000001,70,138,92,Relax in luxury this weekend with a bathtub caddy http://t.co/MzuoKgVRd1 http://t.co/eZIGlzplV8,36,87,53
http://t.co/HI4orYglxO,LINK,0.0,12,46,23,It's like bubble wrap for dogs! http://t.co/HI4orYglxO http://t.co/bTvJXIUJkM,12,46,23
#Minions,HASHTAG,0.0,37,114,63,RT nancyfranson: amazon: Know what's better than coming home &amp; finding a pkg? A pkg covered in #Minions! Thanx for making my day! http://�,37,114,63
http://t.co/b5VBl3Vzf6,LINK,0.0,20,56,32,The very best thing about skipping toys is the fact that they contain counters #TBT http://t.co/b5VBl3Vzf6 http://t.co/AmBmCr2uvn,20,56,32
http://t.co/32Zt8h1dxv,LINK,0.0,63,141,90,Remember this? #ThrowbackThursday http://t.co/32Zt8h1dxv http://t.co/xsJD0kj3nJ,63,141,90
http://t.co/T54rJS9BLH,LINK,0.0,59,106,75,What's better than PB&amp;J sandwiches? PB&amp;J sandwiches shaped as mustaches http://t.co/sKMQ0f0zSM http://t.co/T54rJS9BLH,59,106,75
https://t.co/kEvZuOKOyO,LINK,0.0,74,61,69,Enter this #AmazonGiveaway for a chance to win an AmazonBasics Tripod https://t.co/kEvZuOKOyO NoPurchNec http://t.co/jL60sJXRoY,74,61,69
@Dolph_Lundgren,USERNAME,0.0,37,67,47,RT IMDb: Reminder: Join us for a live chat with Dolph_Lundgren today  2pm PST! Follow IMDb &amp; send Qs now to #IMDbAskDolph. http://t.co/�,37,67,47
photo contest,OTHER,0.3328447093333333,79,106,86,Enter our #SummerReading photo contest for a chance to win Kindle devices for the whole family! http://t.co/CagY8s5vhz NoPurchNec. Ends 6/29,31,39,33
https://t.co/9nF,LINK,0.0,147,126,139,RT BoschAmazon: Harry has arrived. All episodes of #BoschAmazon now streaming only on AmazonVideo http://t.co/zEHe9ryCNYhttps://t.co/9nF�,147,126,139
http://t.co/OZQKeCdFOD,LINK,0.0,149,190,163,�I find your lack of toast disturbing' http://t.co/GAzyNcyeHb #MayThe4thBeWithYou http://t.co/OZQKeCdFOD,149,190,163
http://t.co/u79W9n6XBm,LINK,0.0,238,412,298,RT amazongiveaway: We have millions of prizes. #PickAGoodOne http://t.co/mSZTaYX0zH http://t.co/u79W9n6XBm,238,412,298
http://t.co/LQhgkWcGZJ,LINK,0.0,429,387,414,Crystal Ballpoint Pen� #AmazonReviews http://t.co/LQhgkWcGZJ,429,387,414
http://t.co/nGIf38HZ1z,LINK,0.0,66,124,86,The Gentleman Mustache Pacifier http://t.co/nw5mxOZuIw http://t.co/nGIf38HZ1z,66,124,86
probably buy,OTHER,0.231249005,115,138,123,RT FortuneMagazine: You should probably buy the Amazon Echo http://t.co/346Q9UmRNq http://t.co/Ybshxlcbbl,115,138,123
#Combos,HASHTAG,0.059718395333333334,123,129,124,Ready for the next face-off? Reply to this tweet with #OrbitGum or #Combos to cast your vote http://t.co/LuwgTA2iLp,42,53,45
cool stuff,OTHER,0.023541667208333335,70,254,133,RT fballdefense: #MinionsBoxes got my cool stuff in a cool Amazon Minions box...keeping the box. :) http://t.co/Q5scm4dD2T,37,140,73
#PrimeMusic,HASHTAG,0.0,46,81,57,Did you know you can download Prime Music to your mobile device for offline playback? #PrimeMusic http://t.co/MvzbWCNLRC,36,58,43
awesome,OTHER,0.1850000074,59,229,116,RT bexwhitworth: AmazonHelp Cash wants to say thanks for always having awesome boxes. http://t.co/mbQ4U91XQk,31,158,75
http://t.co/Tzl6kVf4lK,LINK,0.0,34,63,44,What color will you shine in? Misfit #WearableTech http://t.co/DEIq024IRe http://t.co/Tzl6kVf4lK,34,63,44
http://t.co/khwdYnLcEn,LINK,0.0,33,70,45,When you'd spend your summer driving around the block before you had your license #TBT http://t.co/khwdYnLcEn http://t.co/c2eQ0FEi0i,33,70,45
Amy Poehler,OTHER,0.0,67,132,89,"RT IMDb: Amy Poehler and her voice castmates discuss Inside Out with us in our web series ""What to Watch."" PixarInsideOuthttps://t.co/Q�",67,132,89
http://t.co/6BgYQiyCgO,LINK,0.0,29,101,54,#EarthDay Deal of the Day: Save on BTTRVentures AquaFarm http://t.co/gXrxcXfQVg http://t.co/6BgYQiyCgO,29,101,54
"""What to Watch.""",OTHER,0.0,67,132,89,"RT IMDb: Amy Poehler and her voice castmates discuss Inside Out with us in our web series ""What to Watch."" PixarInsideOuthttps://t.co/Q�",67,132,89
#AmazonReview,HASHTAG,0.0,109,119,112,But now with the selfie brush all my wildest dreams have come true.' #AmazonReview http://t.co/ee8FMTSX3d http://t.co/JtDHginnYE,109,119,112
http://t.co/V7nEZ6Y0Fm,LINK,0.0,50,71,57,Enter for a chance to win this Mother's Day Gift Idea Giveaway https://t.co/Lyuqi3g8iM NoPurchNec #AmazonGiveaway http://t.co/V7nEZ6Y0Fm,50,71,57
http://t.co/xITGZ1CO0S,LINK,0.0,43,117,68,Bucket list book: To Kill A Mockingbird #100Books http://t.co/xITGZ1CO0S http://t.co/qHetPIrvh3,43,117,68
http://t.co/u1fWjGEjGp,LINK,0.0,106,126,112,RT amazongames: #Fallout4 Pip-Boy Edition for Xbox One: http://t.co/u1fWjGEjGp,106,126,112
binge,OTHER,-0.550999999,142,144,142,RT EricIGN: Hey this is cool: Amazon is offering all of OrphanBlack: Season 1 for free this Friday April 17. Well worth the binge for n�,142,144,142
#AmazonAddict,HASHTAG,-0.533333361,194,366,254,If #AmazonPrime is always on your mind... you might be an #AmazonAddict http://t.co/4VcXfZfFF9,97,183,127
https://t.co/VEfIsFbxrU,LINK,0.0,250,118,203,Enter for a chance to win The Witcher: Wild Hunt https://t.co/VEfIsFbxrU NoPurchNec #AmazonGiveaway http://t.co/ql3fny7Vi5,250,118,203
http://t.co/YbTseqihHD,LINK,0.0,20,64,35,Father's Day gift idea: Batman Diaper Bag with detachable burp cloth cape http://t.co/VlgUyZZp4W http://t.co/YbTseqihHD,20,64,35
team dogs,OTHER,0.0,43,133,74,Help us settle the debate: team cats? Or team dogs? #PrimePet http://t.co/WIpcfWkR4s,43,133,74
book memories,OTHER,0.0,60,69,63,It's National Reading Month &amp; we want to hear your book memories all month long. What was the 1st book you read? Let us know with #100Books,60,69,63
Improve,OTHER,0.588000059,122,213,153,The Deal of the Day will help you with this 2015 resolution: Improve your work-life balance http://t.co/XcssXrEJgc http://t.co/xAjBZTBjrQ,62,113,79
#InternationalJazzDay,HASHTAG,0.2207758725,68,75,69,Get jazzed for this #InternationalJazzDay Giveaway https://t.co/rdJuP2L6hU NoPurchNec http://t.co/kUrQYsGa6X,37,50,41
http://t.co/TvxsvjHhgZ,LINK,0.0,124,166,138,Has anyone tried this? #AmazonReviews http://t.co/TvxsvjHhgZ http://t.co/M2oBDYDyXc,124,166,138
#CandyMonth,HASHTAG,0.0,66,120,84,Remember how extreme you used to feel eating one of these back in the day? #TBT #CandyMonth http://t.co/Q6EtAp8J9X http://t.co/jrTrbUwLXn,66,120,84
less painful,OTHER,-0.779999971,82,162,110,Stepping on building blocks just got way less painful http://t.co/oGeGdDVVQH http://t.co/qRPXPnnG7a,82,162,110
http://t.co/fJ7Ip0Uw6P,LINK,0.0,19,57,32,The next book on the countdown: The Things They Carried #100Books http://t.co/V4IqpBZYtB http://t.co/fJ7Ip0Uw6P,19,57,32
#domo,HASHTAG,0.0,87,176,118,Never eat boring bread again. http://t.co/7QJsCjIX8y #domo http://t.co/pvISyImPER,87,176,118
limited supply,OTHER,-0.519987822,202,186,196,RT amazongames: Our very limited supply of Wave 4 amiibo figures will be available tomorrow. Learn more: http://t.co/nNq3Z9G36Q,101,93,98
http://t.co/zBm7GBfOvL,LINK,0.0,193,306,232,A pizza box that also cooks your pizza http://t.co/zBm7GBfOvL http://t.co/NKiBXGcxXo,193,306,232
#amazonecho,HASHTAG,0.0,15,78,37,RT justinkuntz: A distraction just arrived. #amazonecho http://t.co/vY11GjELcj,15,78,37
greatly,OTHER,1.164000034,62,122,83,WARNING: This #StarTrek Door Chime may greatly increase the number of visitors to your door http://t.co/FSRX8z0ZQX http://t.co/pErrPa44Kh,62,122,83
https://t.co/PjKOQJ9iet,LINK,0.0,40,40,40,See how nature_org is using AmazonSmile donations to help conserve precious lands &amp; waters http://t.co/a8RLtQC855https://t.co/PjKOQJ9iet,40,40,40
@treasuretruck,USERNAME,0.0,129,184,145,Seattle have you seen it? treasuretruckhttps://t.co/ZoJ1DPo9cU,54,58,55
necessary tools,OTHER,0.0,59,124,81,Thanks to the dads who provided us with all the necessary tools needed in life #FathersDay http://t.co/eYH0vpZJjI http://t.co/O53NF3acZI,59,124,81
http://t.co/EzuuPjLeBy,LINK,0.0,19,358,137,Which side are you on in the #CandyBracket? Favorite to vote for Twix Reply to vote for 5gum http://t.co/EzuuPjLeBy,19,358,137
satisfaction,OTHER,0.720000029,42,100,62,Amazon rated #1 in customer satisfaction - 2014 ACSI Internet Retailer Industry research,42,100,62
PJ,OTHER,0.0,53,111,73,It's getting late time to put on your PJ's! http://t.co/tIy7QCwhUD http://t.co/MItMdUYDWY,53,111,73
35th anniversary,OTHER,0.600000024,70,118,86,More ways to celebrate #Pacman's 35th anniversary http://t.co/8YCMmIQeq6 http://t.co/8U2khqyLqp,70,118,86
http://t.co/gPTcpZ83vJ,LINK,0.0,186,292,223,Today we remember those who made the ultimate sacrifice for our country. http://t.co/gPTcpZ83vJ,186,292,223
http://t.co/3LfwNvweTq,LINK,0.0,107,102,105,Take your selfie game to the next level with The Selfie Toaster http://t.co/BFvIUdXo8i http://t.co/3LfwNvweTq,107,102,105
http://t.co/8bQvL3AWZY,LINK,0.0,90,189,124,Get your daily dose of coffee and donuts #NationalDonutDay http://t.co/8bQvL3AWZY http://t.co/9hDpBXWfcJ,90,189,124
2nd season,OTHER,0.0,34,40,36,RT AmazonVideo: Amazon Original Series #MozartInTheJungle is coming back for a 2nd season! Watch Season 1: http://t.co/bQHx5RLrUC http://t�,34,40,36
http://t.co/hEdgzg6cSB,LINK,0.0,228,240,232,Who will prevail in the #CandyBracket championship? Favorite for mmschocolate Retweet for Twix http://t.co/hEdgzg6cSB,228,240,232
https://t.co/r2fI4PwqK5,LINK,0.0,38,40,38,Today only get the all-new Kindle plus 6 months of Kindle Unlimited for $79 #BlackFriday https://t.co/r2fI4PwqK5 http://t.co/kX1LtvRap2,38,40,38
portable phone charger,OTHER,0.393359378,48,76,57,Lightning Deal: 78% off premium portable portable phone charger (while supplies last) http://t.co/kMv1bEfxVv http://t.co/mPt9AKlZi5,34,57,42
http://t.co/5dw6tHyNBf,LINK,0.0,60,72,64,Need to clean your keyboard? Throw it in the sink! http://t.co/5dw6tHyNBf http://t.co/iRqb9UgGb4,60,72,64
lawn game,OTHER,0.300000012,92,123,102,Which lawn game is your fav? RT for badminton http://t.co/hEdZBbhNT4 favorite for bocce ball http://t.co/JFuY60b7Ok http://t.co/NOAFFITIiy,92,123,102
https://t.co/2XOemnn1B1,LINK,0.0,27,36,30,Give the gift of Amazon Prime for Father's Day and we'll donate $10 to Movember https://t.co/2XOemnn1B1 http://t.co/2yfh0Yxoqn,27,36,30
modern classic,OTHER,0.791070998,62,142,90,This modern classic is the next Bucket List Book: The Secret History http://t.co/PQlFiEt4il #100Books http://t.co/9ULzKDOJ1m,31,71,45
http://t.co/tZl7SStNhi,LINK,0.0,38,58,45,RT AmazonVideo: It's here! #TheHobbit: Battle of the Five Armies is now available to own on Amazon Instant: http://t.co/tZl7SStNhi http://�,38,58,45
next winter,OTHER,0.1431824975,86,226,134,Have a nice trip see you next winter! http://t.co/HUkOe5Aii2 http://t.co/xzlTJhCzpe,43,113,67
http://t.co/nE6Y6DHmZk,LINK,0.0,40,95,59,The first features one ring to rule them all #100Books http://t.co/nE6Y6DHmZk http://t.co/pM0BojpV7z,40,95,59
http://t.co/yJJnL9JiBS,LINK,0.0,20,41,27,#BlackFriday Deals: 56% off Microsoft Wireless Desktop 2000 http://t.co/yJJnL9JiBS http://t.co/NXtPO2zM90,20,41,27
http://t.co/nNq3Z9G36Q,LINK,0.0,101,93,98,RT amazongames: Our very limited supply of Wave 4 amiibo figures will be available tomorrow. Learn more: http://t.co/nNq3Z9G36Q,101,93,98
http://t.co/ee8FMTSX3d,LINK,0.0,109,119,112,But now with the selfie brush all my wildest dreams have come true.' #AmazonReview http://t.co/ee8FMTSX3d http://t.co/JtDHginnYE,109,119,112
http://t.co/M45yF0kzMs,LINK,0.0,28,126,62,.smallpools came to Amazon to play some songs from their new album Lovetap! Check out the full story on our Snapchat http://t.co/M45yF0kzMs,28,126,62
furniture assembly,OTHER,0.47874999,126,108,119,We're excited to unveil Amazon Home Services. Book furniture assembly house cleaning and yes even goat grazing.https://t.co/cRj8wwpfh4,126,108,119
#PrimePantry,HASHTAG,0.0,30,75,45,Happy 1st birthday #PrimePantry! We're celebrating all week long with deals on deals on deals http://t.co/0rZbylxaao http://t.co/NMC93juKuf,30,75,45
http://t.co/a1PnyOqoNy,LINK,0.0,131,219,161,RT NBA2K: #NBA2K15: $30 for 30 hours to celebrate StephenCurry30's MVP! Get NBA2K while supplies last http://t.co/a1PnyOqoNy http://t.co�,131,219,161
Good books,OTHER,0.5,135,136,135,RT AmazonKindle: Good books make good friends #NationalReadingMonth #Kindle http://t.co/mH3V1LHxCr,135,136,135
http://t.co/jvkaMs23uB,LINK,0.0,38,68,48,The sweetest of dreams http://t.co/jvkaMs23uB http://t.co/KM5kyqnFlx,38,68,48
http://t.co/RgkJbcioj6,LINK,0.0,91,157,114,New emojis = this person may want to update their wardrobe http://t.co/RgkJbcioj6 http://t.co/I0A4zoOD33,91,157,114
http://t.co/o86fSJwqJ7,LINK,0.0,140,153,144,The coolest most stylish most futuristic hat you can wear in the year 2015 http://t.co/EYJCwvqYr7 #BackToTheFuture http://t.co/o86fSJwqJ7,140,153,144
https://t.co/XLvRi9dCvm,LINK,0.0,70,120,87,Feeling Jurassic? Enter for a chance to win this velociraptor https://t.co/XLvRi9dCvm NoPurchNec. Ends 6/14 http://t.co/T0Q1tpWTnF,70,120,87
9WjmrbY7uC NoPurchNec,OTHER,0.220775872,118,125,120,Enter this #AmazonGiveaway for a chance to win a pizza box pizza oven https://t.co/9WjmrbY7uC NoPurchNec http://t.co/vh7uSJkqwu,118,125,120
http://t.co/7GVxneA9a7,LINK,0.0,77,118,91,She's gone out for the day and left her laptop on the counter� http://t.co/4Roz7ui3lQ http://t.co/7GVxneA9a7,77,118,91
http://t.co/5iMSi6wnMR,LINK,0.0,133,136,134,Installation is as easy as changing a tire! http://t.co/Xb6Lx5fjt1 http://t.co/5iMSi6wnMR,133,136,134
@umasscmr,USERNAME,0.0,42,59,47,RT amazongiveaway: 85% of #Millennials follow brands for discounts. How about winning something? source umasscmr http://t.co/mxeXPv8ccF h�,42,59,47
http://t.co/0mmrkBj17O,LINK,0.0,64,71,66,What's better than Breaking Bad? Breaking Bad that comes in a barrel. 60% off Deal of the Day http://t.co/P8q9Mkog2R http://t.co/0mmrkBj17O,64,71,66
http://t.co/Zw9jxJXrGP,LINK,0.0,140,145,141,It's here: #Fallout4 Pip-Boy Edition coming 11/10/15 for $119.99. PS4 link:  http://t.co/Zw9jxJXrGP amazongames http://t.co/dom52eXKv2,140,145,141
bloom,OTHER,0.48686114,30,48,36,Amazon Giveaways are in bloom https://t.co/Fs7fKmfd3g NoPurchNec #AmazonGiveaway HTPlants http://t.co/vSyqaNN3B8,30,48,36
currently free,OTHER,0.0,101,101,100,Episode 1 of telltalegames' GameOfThrones series currently free! Plus 25% off season pass! http://t.co/fdC5xPw907 http://t.co/PT8Mn6JS6R,101,101,100
Batman,OTHER,0.0,378,334,362,RT warnerbrostv: BIG NEWS for Batman: The Animated Series fans! All 4 seasons are now streaming on AmazonVideo http://t.co/Fs9xDd2YTx htt�,378,334,362
http://t.co/OLNkPyThxz,LINK,0.0,40,141,75,RT fernalfonso: Tuesday (special amazon delivery) http://t.co/OLNkPyThxz,40,141,75
http://t.co/34FHmXunsI,LINK,0.0,70,96,79,Perhaps bringing this towel to the beach will help unfreeze Solo #StarWarsDay http://t.co/34FHmXunsI http://t.co/LqLlxdCdWp,70,96,79
#C3PO,HASHTAG,0.169018999,40,68,49,So much #C3PO http://t.co/dMArvPTmH5 http://t.co/gZ07luCS0S,40,68,49
rXowywav56 NoPurchNec,OTHER,0.220775872,37,41,38,Enter for a chance to win this Mother's Day Gift Idea Giveaway https://t.co/rXowywav56 NoPurchNec #AmazonGiveaway http://t.co/s94Vdth1RT,37,41,38
Happy Birthday,OTHER,0.5,92,87,90,Happy Birthday amazonappstore! http://t.co/w63EC8ki2m http://t.co/WOI7R0i6vQ,92,87,90
https://t.co/w2tBOnAguu,LINK,0.0,16,29,20,Receive an Amazon Gift Card this holiday season? Have questions? Lyndsey S. from amazonhelp is here to assisthttps://t.co/w2tBOnAguu,16,29,20
precious lands,OTHER,0.75,74,97,82,See how nature_org is using AmazonSmile donations to help conserve our precious lands and waters #EarthDayhttps://t.co/Qu0eJQxUJF,34,57,42
https://t.co/8DhrrPasIP,LINK,0.0,27,46,33,Enter for a chance to win this Mother's Day Gift Idea Giveaway https://t.co/8DhrrPasIP NoPurchNec #AmazonGiveaway,27,46,33
http://t.co/1kphkNiFbf,LINK,0.0,50,195,100,Carry a blanket in your pocket! http://t.co/1kphkNiFbf http://t.co/M6ys0Db63a,50,195,100
http://t.co/vRSSp4gRrE,LINK,0.0,113,193,141,There aren't enough scoundrels (or towels) in your life #StarWarsDay http://t.co/vRSSp4gRrE http://t.co/LKdqzmUcDb,113,193,141
http://t.co/P8q9Mkog2R,LINK,0.0,64,71,66,What's better than Breaking Bad? Breaking Bad that comes in a barrel. 60% off Deal of the Day http://t.co/P8q9Mkog2R http://t.co/0mmrkBj17O,64,71,66
mobile data,OTHER,0.43768701,72,122,88,RT AmazonVideo: Commute. Work. Home. Travel. Stream anytime anywhere with mobile data. Download the App: http://t.co/MzRPz5ENub http://t.�,36,61,44
http://t.co/mhkTQVchgM,LINK,0.0,127,172,142,Never worry about a sriracha-less meal again http://t.co/PYI8qp11eA http://t.co/mhkTQVchgM,127,172,142
regular pizza,OTHER,0.0,177,255,204,You can eat regular pizza or you can eat pizza in a cone http://t.co/NbEZ2rX905 http://t.co/qMaXKus94N,177,255,204
http://t.co/qphmwPRqFX,LINK,0.0,34,59,42,Thanks for all the great suggestions! First up Batman! Enter for a chance to win https://t.co/h7UBpLcVWW NoPurchNec http://t.co/qphmwPRqFX,34,59,42
http://t.co/MR1QxISxsP,LINK,0.0,60,100,74,The Deal of the Day will help you with this 2015 resolution: Improve your work-life balance http://t.co/jkCeuBwUt0 http://t.co/MR1QxISxsP,60,100,74
http://t.co/Lt29CybKnB,LINK,0.0,34,71,46,First up the superest way to stay cool in the heat #ThrowbackThursday http://t.co/Lt29CybKnB http://t.co/I8KescFvBk,34,71,46
https://t.co/XUPkvIlOa9,LINK,0.0,55,52,53,Enter for a chance to win this Mother's Day Gift Idea Giveaway https://t.co/XUPkvIlOa9 NoPurchNec #AmazonGiveaway http://t.co/vSCydjl1oi,55,52,53
http://t.co/yH2ruZDOUD,LINK,0.0,18,36,24,Protect and charge your phone at the same time? Yes please. 80% off Lightning Deal http://t.co/yH2ruZDOUD http://t.co/WQdMx3oEy8,18,36,24
https://t.co/SxtmCJ97X8,LINK,0.0,26,55,36,#WorldBookDay #AmazonGiveaway: Enter for a chance to win 'Holes' https://t.co/SxtmCJ97X8 NoPurchNec http://t.co/tp03cr4dZB,26,55,36
