keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company
Best,OTHER,0.980000019,436,1070,657,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,657,Apple
luck,OTHER,1.079200029,436,1070,657,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,657,Apple
EveryMomCounts,OTHER,0,436,1070,657,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,657,Apple
http://t.co/VvlLRgPZFc,LINK,0,436,1070,657,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,657,Apple
cheering,OTHER,0.515274525,436,1070,657,"We'll be cheering for @CTurlington this Sunday during the @LondonMarathon. Best of luck, Christy! @EveryMomCounts http://t.co/VvlLRgPZFc",436,1070,657,Apple
https://t.co/n9SqC5vBEQ,LINK,0,422,916,594,Listening to one of the world's best bands on Sunday afternoon. iTunes Session by OneRepublic https://t.co/n9SqC5vBEQ,422,916,594,Apple
OneRepublic https,OTHER,0.122500002,422,916,594,Listening to one of the world's best bands on Sunday afternoon. iTunes Session by OneRepublic https://t.co/n9SqC5vBEQ,422,916,594,Apple
http://t.co/WBpwa17IXt,LINK,0,557,662,593,Join us for the #HourofCode. Create something. Apple Retail Store - Hour of Code Workshop http://t.co/WBpwa17IXt,557,662,593,Apple
#HourofCode,HASHTAG,0,557,662,593,Join us for the #HourofCode. Create something. Apple Retail Store - Hour of Code Workshop http://t.co/WBpwa17IXt,557,662,593,Apple
#NativeSummerTour,HASHTAG,0,364,863,538,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,538,Apple
mobile recording studio,OTHER,0.245000005,364,863,538,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,538,Apple
busses,OTHER,0.49000001,364,863,538,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,538,Apple
APPLE,OTHER,0,364,863,538,RT @OneRepublic: 1963 Airstream mobile recording studio. Flanked by our busses....  Powered by @APPLE and @tim_cook #NativeSummerTour http:�,364,863,538,Apple
wins,OTHER,0.88310349,390,801,533,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,533,Apple
inspiring,OTHER,1.200000048,390,801,533,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,533,Apple
#Coach1K,HASHTAG,0.88310349,390,801,533,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,533,Apple
dukeblueplanet,OTHER,0,390,801,533,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,533,Apple
dukebasketball,OTHER,0,390,801,533,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,390,801,533,Apple
great cause,OTHER,0.600000024,429,723,531,Join me for lunch (and a keynote!) and help a great cause. @RFKHumanRights is working toward a more just world. https://t.co/QxaKne4itb,429,723,531,Apple
RFKHumanRights,OTHER,0,429,723,531,Join me for lunch (and a keynote!) and help a great cause. @RFKHumanRights is working toward a more just world. https://t.co/QxaKne4itb,429,723,531,Apple
https://t.co/QxaKne4itb,LINK,0,429,723,531,Join me for lunch (and a keynote!) and help a great cause. @RFKHumanRights is working toward a more just world. https://t.co/QxaKne4itb,429,723,531,Apple
Proud,OTHER,0.600000024,353,709,477,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c�,353,709,477,Apple
debdugan,OTHER,0.600000024,353,709,477,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c�,353,709,477,Apple
#ThankYouApple,HASHTAG,0,353,709,477,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c�,353,709,477,Apple
Pontifex,OTHER,0,363,532,422,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!",363,532,422,Apple
Lord,OTHER,0,363,532,422,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!",363,532,422,Apple
violence,OTHER,0.600000024,363,532,422,"@Pontifex: Violence is not conquered by violence. Lord, send us the gift of peace. #prayforpeace  Amen!",363,532,422,Apple
