keyword,keywordType,avgSentiment,totalRT,totalFav,totalPop,topTweet,topRT,topFav,topPop,company,date
https://t.co/zRnbJYsVzC,LINK,0,1378,1401,1386,IBM and @Twitter announce landmark partnership: https://t.co/zRnbJYsVzC #IBMandTwitter http://t.co/cgJ3u8ivtq,1378,1401,1386,IBM,29/10/2014
@Forbes,USERNAME,-0.011474903,1712,714,1341,IBM CEO Ginni Rometty named to @Forbes' list of most powerful women in the world: http://t.co/cnqgaMk85D  #PowerWomen http://t.co/rpSADxZTJY,243,91,189,IBM,20/05/2015
#IBMedu,HASHTAG,0,1137,1634,1309,These 6 graduates just finished high school &amp; college in 4 years. Here's how: http://t.co/2Q0EOqlKBs  #IBMedu http://t.co/I0kr3talig,992,1545,1185,IBM,20/05/2015
high school,OTHER,0.011651597,1124,1634,1299,These 6 graduates just finished high school &amp; college in 4 years. Here's how: http://t.co/2Q0EOqlKBs  #IBMedu http://t.co/I0kr3talig,992,1545,1185,IBM,2/6/2015
#NewWayToWork,HASHTAG,3.11E-08,1356,1184,1284,See how #IBMandTwitter can help your business make smarter decisions: http://t.co/Wt5NxyC10x #NewWayToWork http://t.co/LTlJy5LoKI,185,456,279,IBM,29/10/2014
#DidYouKnow,HASHTAG,9.30E-23,1612,633,1256,#DidYouKnow: IBM mainframes powered #MissionControl when it opened 50 yrs ago at @NASA_Johnson http://t.co/CLRsThm7mk http://t.co/VzdHwFNG80,111,83,101,IBM,2/6/2015
@twitter,USERNAME,0,1372,968,1230,RT @twitter: Twitter and IBM partner to help companies make smarter decisions using Twitter data: https://t.co/Jgeutik3DV http://t.co/QXXIR�,1372,968,1230,IBM,4/3/2014
using Twitter data,OTHER,0.75,1372,968,1230,RT @twitter: Twitter and IBM partner to help companies make smarter decisions using Twitter data: https://t.co/Jgeutik3DV http://t.co/QXXIR�,1372,968,1230,IBM,30/04/2015
https://t.co/Jgeutik3DV,LINK,0,1372,968,1230,RT @twitter: Twitter and IBM partner to help companies make smarter decisions using Twitter data: https://t.co/Jgeutik3DV http://t.co/QXXIR�,1372,968,1230,IBM,13/09/2014
http://t.co/2Q0EOqlKBs,LINK,0,1028,1570,1217,These 6 graduates just finished high school &amp; college in 4 years. Here's how: http://t.co/2Q0EOqlKBs  #IBMedu http://t.co/I0kr3talig,992,1545,1185,IBM,24/06/2015
http://t.co/I0kr3talig,LINK,0,992,1545,1185,These 6 graduates just finished high school &amp; college in 4 years. Here's how: http://t.co/2Q0EOqlKBs  #IBMedu http://t.co/I0kr3talig,992,1545,1185,IBM,15/06/2015
@businessinsider,USERNAME,-6.81E-07,1389,668,1128,Tim Cook: Here's how IBM is going to help us http://t.co/JuJFsmJEzF via @businessinsider http://t.co/wirJn6ZhXV,199,79,156,IBM,2/6/2015
Phenomenal play,OTHER,0.792564154,1327,672,1097,RT @Wimbledon: The stats in this #Wimbledon final couldn't have been closer. Phenomenal play by both men. #FederervsDjokovic final. http://�,1327,672,1097,IBM,9/4/2015
#FederervsDjokovic,HASHTAG,0,1327,672,1097,RT @Wimbledon: The stats in this #Wimbledon final couldn't have been closer. Phenomenal play by both men. #FederervsDjokovic final. http://�,1327,672,1097,IBM,8/10/2014
Phenomenal,OTHER,0.792564154,1327,672,1097,RT @Wimbledon: The stats in this #Wimbledon final couldn't have been closer. Phenomenal play by both men. #FederervsDjokovic final. http://�,1327,672,1097,IBM,11/3/2014
@coastw,USERNAME,0.015625,1416,548,1091,"RT @coastw: IBMers can choose between Macs or PCs... plans to deploy 50,000 Apple MacBooks this year http://t.co/QeeAfvB34e @ibm",180,94,149,IBM,9/4/2014
#IBMCloud,HASHTAG,0.013243648,1391,568,1082,RT @IBMcloud: A @Forrester survey finds #IBMCloud the most popular multi-vendor hosted private cloud. http://t.co/2LbYYvrNnv http://t.co/CR�,164,137,154,IBM,12/8/2014
@BoxHQ,USERNAME,0,826,1542,1075,We're teaming up with @BoxHQ to transform the way we work in the cloud. More at: http://t.co/9CQqxRbO3T http://t.co/J0xFriVLzA,576,1275,820,IBM,13/02/2014
#WatsonAnalytics,HASHTAG,2.39E-13,1214,663,1008,See how IBM #WatsonAnalytics can help every business uncover new opportunities: http://t.co/YaSKYoo0BN #NewWayToWork http://t.co/exIXZItXhs,57,212,111,IBM,26/05/2015
#ICYMI,HASHTAG,1.25E-09,1195,661,993,#ICYMI: Ginni Rometty tops @businessinsider's 2015 list of most powerful women engineers http://t.co/h4gQAiGShL http://t.co/NFoSYQHW9C,101,50,83,IBM,10/12/2014
Happy,OTHER,0.053261133,1170,609,963,"Happy 100th birthday to Paul Rand, renowned designer &amp; IBM logo creator: http://t.co/h86uAnrMQD http://t.co/FwGXdotjr0",238,151,207,IBM,29/10/2014
enterprising,OTHER,1.287999988,949,925,940,"RT @tim_cook: Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXF�",949,925,940,IBM,7/7/2014
enterprising apps,OTHER,0.643999994,949,925,940,"RT @tim_cook: Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXF�",949,925,940,IBM,24/06/2015
Apple - Business - Mobile,OTHER,0,949,925,940,"RT @tim_cook: Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXF�",949,925,940,IBM,8/12/2014
#innovation,HASHTAG,0.011620741,1205,427,913,A technological advancement from @IBMResearch opens the door to 400 Gbps internet http://t.co/Vfiklz7rVv  #innovation http://t.co/drz0z4JZfF,116,35,87,IBM,2/4/2015
improve,OTHER,0.049579922,921,911,912,RT @tim_cook: Japan Post's new initiative has the power to improve care and quality of life for millions of seniors. http://t.co/vblxDgpSZm,643,829,708,IBM,29/10/2014
cancer,OTHER,-0.03787238,1127,488,889,RT @IBMWatson: Watson takes on brain cancer by personalizing cancer treatments. Story: http://t.co/gf3sUPFqtn #IBMWatson http://t.co/GFYhBa�,122,53,97,IBM,29/10/2014
mobile apps,OTHER,0.041422544,1111,447,874,Together IBM and Apple are creating a new class of more than 100 enterprise mobile apps: http://t.co/GWjuDB4D6U http://t.co/MyBQnC0BBJ,301,130,241,IBM,29/10/2014
powerful,OTHER,0.069456076,1069,484,856,IBM CEO Ginni Rometty named to @Forbes' list of most powerful women in the world: http://t.co/cnqgaMk85D  #PowerWomen http://t.co/rpSADxZTJY,243,91,189,IBM,15/06/2015
@IBMBluemix,USERNAME,2.82E-12,1054,503,852,RT @IBMWatson: Watson can analyze personality characteristics from a writing style. Try the demo @IBMBluemix: http://t.co/x1MzG7v1Yg http:/�,171,99,145,IBM,4/1/2015
http://t.co/9CQqxRbO3T,LINK,0,613,1300,852,We're teaming up with @BoxHQ to transform the way we work in the cloud. More at: http://t.co/9CQqxRbO3T http://t.co/J0xFriVLzA,576,1275,820,IBM,7/7/2014
innovation,OTHER,0.013621941,1088,436,841,Ginni Rometty inspiring innovation and transformation at IBM's #THINKForum http://t.co/mJ5LO5ILkC,94,34,73,IBM,15/12/2014
http://t.co/J0xFriVLzA,LINK,0,576,1275,820,We're teaming up with @BoxHQ to transform the way we work in the cloud. More at: http://t.co/9CQqxRbO3T http://t.co/J0xFriVLzA,576,1275,820,IBM,7/4/2014
#TBT,HASHTAG,0.017857143,968,523,802,"Today in 1972, the first barcode was swiped. Two IBMers patented the first barcode technology 20 years prior. #TBT http://t.co/zJeZRUeIqB",105,35,80,IBM,13/03/2015
#IBMcloud,HASHTAG,0.008602781,1067,342,797,"""Put simply, we're offering 'IBM as a Service.'"" http://t.co/dSCMRW86OY #IBMcloud #IBMPulse",100,12,69,IBM,4/5/2015
#ApacheSpark,HASHTAG,0.102851937,670,993,782,IBM announces major commitment to advance #ApacheSpark: http://t.co/gXYQgVia3l  #SparkInsight http://t.co/1pwaOs0uTD,545,923,677,IBM,30/04/2015
#Mainframe50,HASHTAG,6.95E-12,1006,341,765,"50 years ago today, the IBM System/360 mainframe was introduced: http://t.co/gQxCbLZHwx  #Mainframe50 http://t.co/tppkkFwPCb",439,165,343,IBM,5/3/2015
Smarter,OTHER,0.047073057,661,970,762,Smarter games are #MadeWithIBM. Here's how we put @rolandgarros in your pocket: http://t.co/jgTTBLJOk1 http://t.co/elQrpi7C27,331,851,513,IBM,7/7/2014
quality,OTHER,0.326666673,681,838,734,RT @tim_cook: Japan Post's new initiative has the power to improve care and quality of life for millions of seniors. http://t.co/vblxDgpSZm,643,829,708,IBM,21/05/2015
major,OTHER,0.243555566,609,942,725,IBM announces major commitment to advance #ApacheSpark: http://t.co/gXYQgVia3l  #SparkInsight http://t.co/1pwaOs0uTD,545,923,677,IBM,17/03/2015
new initiative,OTHER,0.672352016,643,829,708,RT @tim_cook: Japan Post's new initiative has the power to improve care and quality of life for millions of seniors. http://t.co/vblxDgpSZm,643,829,708,IBM,30/04/2015
http://t.co/vblxDgpSZm,LINK,0,643,829,708,RT @tim_cook: Japan Post's new initiative has the power to improve care and quality of life for millions of seniors. http://t.co/vblxDgpSZm,643,829,708,IBM,31/03/2015
@FortuneMagazine,USERNAME,0.003270104,889,386,704,IBM CEO Ginni Rometty tops @FortuneMagazine's Most Powerful Women list: http://t.co/pcbXqXZPXK http://t.co/mGsLLbBgl3,130,50,102,IBM,6/1/2015
#IBMFoodTruck,HASHTAG,2.44E-13,965,326,702,Make your own @IBMWatson BBQ sauce--here's the recipe (and a printable label): http://t.co/cAipS8FIJg  #IBMFoodTruck http://t.co/MUF8EpVrSy,55,23,43,IBM,12/1/2015
#IBMThink,HASHTAG,3.92E-07,821,499,701,The world is becoming smarter every day. See how in our new TV spots: http://t.co/lOysNk4L6h #IBMThink http://t.co/QcDjbjcBRb,147,53,114,IBM,29/10/2014
http://t.co/gXYQgVia3l,LINK,0,572,936,699,IBM announces major commitment to advance #ApacheSpark: http://t.co/gXYQgVia3l  #SparkInsight http://t.co/1pwaOs0uTD,545,923,677,IBM,17/05/2015
major commitment,OTHER,0.365333349,572,936,699,IBM announces major commitment to advance #ApacheSpark: http://t.co/gXYQgVia3l  #SparkInsight http://t.co/1pwaOs0uTD,545,923,677,IBM,30/04/2015
#ChefWatson,HASHTAG,7.36E-11,877,400,698,11 food combinations you definitely want in your future http://t.co/ZAmUaVpQX9 via @BuzzFeed #ChefWatson http://t.co/FuIcf0iB62,62,26,49,IBM,6/5/2015
#IBMSessions,HASHTAG,0.008994119,937,268,683,Enjoy a new track we created w/ James Murphy &amp; tennis data on the @IBMcloud https://t.co/bg8SYulLu1 #IBMSessions,96,12,66,IBM,2/4/2015
James Murphy,OTHER,5.91E-04,784,526,681,"RT @pitchfork: James Murphy is releasing an album of remixes of sounds from U.S. Open tennis matches. Preview ""Match 176"" http://t.co/ykc9a�",94,148,112,IBM,6/5/2015
@ibmdesign,USERNAME,1.21E-06,864,347,677,RT @ibmdesign: RT if you know what this is... #ibmdesign http://t.co/4s9PJiKXK6,452,62,315,IBM,4/3/2014
http://t.co/1pwaOs0uTD,LINK,0,545,923,677,IBM announces major commitment to advance #ApacheSpark: http://t.co/gXYQgVia3l  #SparkInsight http://t.co/1pwaOs0uTD,545,923,677,IBM,16/07/2014
@rolandgarros,USERNAME,0,542,930,676,Smarter games are #MadeWithIBM. Here's how we put @rolandgarros in your pocket: http://t.co/jgTTBLJOk1 http://t.co/elQrpi7C27,331,851,513,IBM,15/06/2015
Thomas J. Watson,OTHER,9.40E-08,801,456,674,"100 yrs ago, the famous ""THINK"" signs, based on the slogan by Thomas J. Watson, Sr., were used at IBM the first time. http://t.co/ADmkhuYIJV",158,89,133,IBM,7/10/2014
top,OTHER,0.015836087,875,319,673,"IBM breaks U.S. patent record in 2014, becomes first to top 7,000 patents in one year: http://t.co/wShsnHFVNd http://t.co/6dg1PlGqGm",168,51,127,IBM,16/12/2014
http://t.co/Nokgc1Bz7h,LINK,0,875,278,666,IBM and Apple join forces to transform the way work is done: http://t.co/FE3BWtGgWm http://t.co/Nokgc1Bz7h,875,278,666,IBM,17/03/2015
http://t.co/FE3BWtGgWm,LINK,0,875,278,666,IBM and Apple join forces to transform the way work is done: http://t.co/FE3BWtGgWm http://t.co/Nokgc1Bz7h,875,278,666,IBM,26/02/2015
@IBMCloud,USERNAME,0.018846154,855,320,655,Breaking: @IBMCloud makes hybrid a reality for the enterprise http://t.co/sVyH6JRmDh #hybridcloud http://t.co/xoIr3j5ZZU,84,24,63,IBM,26/06/2014
security,OTHER,0.025067096,881,259,654,The importance of security in today's mobile and social environment  #THINKForum http://t.co/XpkprrHGTr,77,27,59,IBM,27/10/2014
#MarriageEquality,HASHTAG,0,672,614,651,Regarding today's #MarriageEquality news: http://t.co/lXkXFGpRBp,672,614,651,IBM,28/05/2015
Regarding today,OTHER,0,672,614,651,Regarding today's #MarriageEquality news: http://t.co/lXkXFGpRBp,672,614,651,IBM,4/1/2015
http://t.co/lXkXFGpRBp,LINK,0,672,614,651,Regarding today's #MarriageEquality news: http://t.co/lXkXFGpRBp,672,614,651,IBM,20/05/2015
#IBM2014AR,HASHTAG,3.44E-05,839,265,634,Released: CEO Ginni Rometty's letter to investors on IBM's year of transformation http://t.co/cwKoRkNOEV  #IBM2014AR http://t.co/Nt4HMELXan,234,86,182,IBM,13/03/2014
#BigData,HASHTAG,4.26E-08,828,320,632,Data is becoming the world's new natural resource. #BigData http://t.co/e0wwp02T38 #IBM2013AR http://t.co/LNgUuC5UQJ (RT @SmarterPlanet),109,31,81,IBM,24/06/2015
cloud data services,OTHER,0,616,620,616,First #IBMandTwitter cloud data services announced: http://t.co/tbomixijA7 http://t.co/soqbtQzCae,370,528,425,IBM,22/09/2014
#WeatherMeansBiz,HASHTAG,0.026564257,678,494,608,IBM &amp; @WSI_Weather partner to deliver real-time weather insight to businesses #WeatherMeansBiz http://t.co/iOII9y3KKf http://t.co/4CI3uoATDP,196,288,228,IBM,24/06/2015
Paul Rand,OTHER,0.042990261,663,497,598,"Happy 100th birthday to Paul Rand, renowned designer &amp; IBM logo creator: http://t.co/h86uAnrMQD http://t.co/FwGXdotjr0",238,151,207,IBM,2/6/2015
big data,OTHER,0.00999952,742,347,589,IBM invests to help open-source big data software http://t.co/4kzDr9J7OA via @NYTimes #ApacheSpark http://t.co/IAaVq9aXTz,58,33,49,IBM,23/02/2015
#IBMResearch,HASHTAG,2.26E-06,708,351,571,Brain-inspired chip could change how future computers are built http://t.co/3OYosZnA6P @washingtonpost #IBMResearch http://t.co/CXOuZrdirI,116,60,96,IBM,28/05/2014
http://t.co/tbomixijA7,LINK,0,545,621,570,First #IBMandTwitter cloud data services announced: http://t.co/tbomixijA7 http://t.co/soqbtQzCae,370,528,425,IBM,15/06/2015
latest,OTHER,-0.025038489,733,296,570,Preview James Murphy's latest remix made w/ tennis data http://t.co/n5e8MtaO9u via @VICE #IBMSessions http://t.co/JbhdeNt74G,84,7,57,IBM,18/09/2014
Smarter games,OTHER,0.75,405,874,569,Smarter games are #MadeWithIBM. Here's how we put @rolandgarros in your pocket: http://t.co/jgTTBLJOk1 http://t.co/elQrpi7C27,331,851,513,IBM,28/05/2015
http://t.co/jgTTBLJOk1,LINK,0,405,874,569,Smarter games are #MadeWithIBM. Here's how we put @rolandgarros in your pocket: http://t.co/jgTTBLJOk1 http://t.co/elQrpi7C27,331,851,513,IBM,7/3/2015
#mobile,HASHTAG,1.46E-14,763,258,569,75% of the world's travelers use tablets &amp; smartphones while traveling http://t.co/XWyvst9Gjz #mobile #travel http://t.co/QVFU0f2wRg,51,32,44,IBM,10/12/2014
@SoftLayer,USERNAME,1.01E-10,756,254,566,Today we announced the opening of a new @SoftLayer data center in Toronto: http://t.co/txa8IlP22c  #IBMCloud http://t.co/zXDSlLTwWq,97,51,80,IBM,6/6/2014
@FastCompany,USERNAME,6.34E-08,674,340,549,The golden age of quantum computing research is upon us. http://t.co/8nlhk0eGV4 via @FastCompany #IBMResearch http://t.co/yE7q3HyCuE,102,52,84,IBM,15/06/2015
#IBMWatsonHealth,HASHTAG,6.06E-04,666,320,542,RT @IBMWatson: How #IBMWatsonHealth is empowering patients and transforming healthcare: http://t.co/49caRCHZW1 http://t.co/2zrITySpez,132,59,106,IBM,25/02/2015
http://t.co/iOII9y3KKf,LINK,0,589,459,542,IBM announces $3 billion investment for new Internet of Things unit http://t.co/iOII9y3KKf https://t.co/cU6fb8Fqgn #IoT,353,140,278,IBM,23/03/2015
@IBM_NEWS,USERNAME,3.20E-06,703,265,539,RT @IBM_NEWS: On the big screen in #TimesSquare: #Apple &amp; #IBM establish partnership to transform enterprise mobility. [PHOTO] http://t.co/�,141,87,122,IBM,9/1/2014
capabilities,OTHER,0.055243072,680,274,533,IBM and @Facebook to provide brands w/ tailored marketing capabilities http://t.co/8FxeQscOHG @WIRED #IBMandFacebook http://t.co/SFdmsURoGV,133,68,110,IBM,3/6/2015
#IoT,HASHTAG,0.002272766,650,315,526,IBM announces $3 billion investment for new Internet of Things unit http://t.co/iOII9y3KKf https://t.co/cU6fb8Fqgn #IoT,353,140,278,IBM,17/12/2013
Arkansas,OTHER,0,583,402,519,IBM Statement on Legislation in Arkansas and Indiana http://t.co/XOdI0CTJ5h,583,402,519,IBM,29/10/2014
http://t.co/XOdI0CTJ5h,LINK,0,583,402,519,IBM Statement on Legislation in Arkansas and Indiana http://t.co/XOdI0CTJ5h,583,402,519,IBM,15/07/2014
Indiana,OTHER,0,583,402,519,IBM Statement on Legislation in Arkansas and Indiana http://t.co/XOdI0CTJ5h,583,402,519,IBM,2/10/2014
tops,OTHER,0.064166669,650,277,518,Ginni Rometty tops @businessinsider's 2015 list of most powerful women engineers http://t.co/h4gQAiGShL http://t.co/sj4Yq1Nxtb,143,72,118,IBM,2/6/2015
http://t.co/elQrpi7C27,LINK,0,331,851,513,Smarter games are #MadeWithIBM. Here's how we put @rolandgarros in your pocket: http://t.co/jgTTBLJOk1 http://t.co/elQrpi7C27,331,851,513,IBM,10/3/2015
@CNBC,USERNAME,0,646,275,509,RT @IBMWatson: Warren Buffett shares his thoughts on #IBMWatson's enormously valuable future. http://t.co/CF73yei09T via @CNBC http://t.co/�,104,37,80,IBM,31/03/2015
#IBMandFacebook,HASHTAG,0.081666668,624,281,503,IBM and @facebook team up to deliver personalized brand experiences: http://t.co/2KcPyZL4ss  #IBMandFacebook http://t.co/Ig80CY4Jij,382,152,301,IBM,26/03/2015
fight,OTHER,-0.066289685,630,270,499,RT @BBCNewsUS: IBM joins fight against #Ebola - will put its data crunching to use in Sierra Leone http://t.co/vt8Ws6cCvc http://t.co/UKOty�,203,94,164,IBM,9/3/2015
best,OTHER,0.021346739,640,276,499,RT @smb2b: B2B Companies w/ the best engagment rate on Instagram are @IBM @MailChimp and @Infusionsoft. See the rest: http://t.co/E8ZxdVpSuy,67,7,46,IBM,16/07/2014
@IBMSecurity,USERNAME,-0.00254881,459,556,488,"More than 1,000 companies join @IBMSecurity to help expose cybercrime http://t.co/0yXxdBSQXG http://t.co/7KCK2FQcnk",187,484,290,IBM,31/03/2015
collaboration,OTHER,0.071871529,488,485,483,Here's more on our landmark collaboration with @Twitter: http://t.co/JjiLIMKtsm  #IBMandTwitter http://t.co/ckk88JxZEc,347,408,368,IBM,10/12/2014
#PaulRand,HASHTAG,0,507,433,478,"Proud to be a sponsor of ""Everything is Design"" exhibit at the @MuseumofCityNY, including #PaulRand's IBM logo work https://t.co/ZjmBZ6tSDK",122,124,122,IBM,26/06/2015
http://t.co/lOysNk4L6h,LINK,0,556,311,467,The world is becoming smarter every day. See how in our new TV spots: http://t.co/lOysNk4L6h #IBMThink http://t.co/QcDjbjcBRb,147,53,114,IBM,23/04/2015
#ibmdesign,HASHTAG,0,621,168,459,RT @ibmdesign: RT if you know what this is... #ibmdesign http://t.co/4s9PJiKXK6,452,62,315,IBM,29/10/2014
@nytimes,USERNAME,3.90E-06,597,220,458,Apple and IBM in Broad Software Deal for Businesses http://t.co/NOUuPQ4qU1 via @nytimes,93,46,76,IBM,9/10/2014
$3 billion,OTHER,0.118907498,576,240,456,IBM announces $3 billion investment for new Internet of Things unit http://t.co/iOII9y3KKf https://t.co/cU6fb8Fqgn #IoT,353,140,278,IBM,10/3/2015
insights,OTHER,0.041134318,589,226,455,"Just released: IBM #CIO Study, with insights from more than 1,600 CIOs in 70 countries http://t.co/zTkbvZ2PMa http://t.co/BWxExNlOce",147,41,109,IBM,17/05/2015
better,OTHER,0.012522772,566,256,446,RT @Forbes: IBM Smarter PlanetVoice: 6 ways to use analytics to better manage a workforce http://t.co/hfVsO9EWmI @IBM #bestof,65,48,59,IBM,9/4/2015
#TEDatIBM,HASHTAG,0.007970572,552,249,435,What will our world look like in 10 years? In 50? Join us tomorrow for #TEDatIBM: http://t.co/zBgXdI5NLG http://t.co/XqplRe45cn,69,30,55,IBM,31/03/2015
@WSJ,USERNAME,-0.014418656,544,249,433,Today we announced a new program to fuel startups with @IBMcloud: http://t.co/i9UIMCv2Hz via @WSJ http://t.co/j7Rfw9KIzX,80,27,61,IBM,8/9/2014
#CognitiveComputing,HASHTAG,1.54E-12,553,238,432,IBM Watson is heading to law school http://t.co/dWSmY1eLo6 @TheAtlantic #CognitiveComputing http://t.co/wg5qa4RtF8,75,32,59,IBM,15/07/2014
#WomenAtIBM,HASHTAG,0.027914218,534,248,426,She brought cognitive computing to the classroom to help teachers: http://t.co/pextKHL5yD #GirlsWithToys #WomenAtIBM http://t.co/gQoLYPPgYw,57,27,46,IBM,4/1/2015
