ID,Source Text,Summary,Detected Language,Detected Language Strength,Document Sentiment,Document Sentiment +/-,Model Sentiment,Model Sentiment +/-,Phrase Intensifier,Phrase Negator,Phrase,Phrase Sentiment,Phrase Sentiment +/-,Suggested Phrase,Entity,Entity Type,Entity Sentiment,Entity Sentiment +/-,Entity Sentiment Evidence,Theme,Theme Sentiment,Theme Sentiment +/-,Theme Sentiment Evidence,Wikipedia™ Category,Wikipedia Sub Category,Wikipedia Category Strength,User Category,User Category Strength,User Category Sentiment,User Category Sentiment +/-,Query Category,Query Sub Category,Query Category Sentiment,Query Category Sentiment +/-,Query Category Relevancy,Intention Type,Who,What,Evidence
a06cda12-b8ea-4139-abf8-d3ffcb8867c9,Das war großartig! Ich liebe Deutschland! http://t.co/43pHDyg8iK,Das war großartig!... Ich liebe Deutschland!... ,German,4,0,neutral,,,,,,,,,  http://t.co/43pHDyg8iK,Regex,0,neutral,0,war großartig,0,neutral,4,,,,,,,,,,,,,,,,
0c142f2b-5634-48d8-94db-ea0b3b784fe3,"Remembering Steve, who would have turned 60 today. ""The only way to do great work is to love what you do."" http://t.co/0YD0gZ7jvm","Remembering Steve, who would have turned 60 today... ""The only way to do great work is to love what you do.""... ",English,22,0.400000006,positive,,,,,great,0.600000024,positive,only way,Steve,Person,0,neutral,2,great work,0.600000024,positive,4,,,,Art,0.539461195,0.400000006,neutral,,,,,,,,,
0c142f2b-5634-48d8-94db-ea0b3b784fe3,"Remembering Steve, who would have turned 60 today. ""The only way to do great work is to love what you do."" http://t.co/0YD0gZ7jvm","Remembering Steve, who would have turned 60 today... ""The only way to do great work is to love what you do.""... ",English,22,0.400000006,positive,,,,,love,0.600000024,positive,,"""The only way to do great work is to love what you do.""",Quote,0.600000024,positive,2,,,,,,,,,,,,,,,,,,,,
0c142f2b-5634-48d8-94db-ea0b3b784fe3,"Remembering Steve, who would have turned 60 today. ""The only way to do great work is to love what you do."" http://t.co/0YD0gZ7jvm","Remembering Steve, who would have turned 60 today... ""The only way to do great work is to love what you do.""... ",English,22,0.400000006,positive,,,,,,,,,  http://t.co/0YD0gZ7jvm,Regex,0,neutral,0,,,,,,,,,,,,,,,,,,,,
1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,Here's the last of 2400 giant panels for Apple Campus 2... Thanks to the innovative glass makers at seele in Augsburg!... ,English,16,1.200000048,positive,,,,,innovative,1.200000048,positive,giant panels,  http://t.co/bZVe3dIGL0,Regex,0,neutral,0,innovative glass makers,0.600000024,positive,4,Glass,,1,,,,,,,,,,,,,
1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,Here's the last of 2400 giant panels for Apple Campus 2... Thanks to the innovative glass makers at seele in Augsburg!... ,English,16,1.200000048,positive,,,,,,,,,,,,,,giant panels,0.600000024,positive,4,Glass,Stained_glass,0.585378051,,,,,,,,,,,,,
1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,Here's the last of 2400 giant panels for Apple Campus 2... Thanks to the innovative glass makers at seele in Augsburg!... ,English,16,1.200000048,positive,,,,,,,,,,,,,,,,,,Glass,Glass_forming,0.523959398,,,,,,,,,,,,,
1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,Here's the last of 2400 giant panels for Apple Campus 2... Thanks to the innovative glass makers at seele in Augsburg!... ,English,16,1.200000048,positive,,,,,,,,,,,,,,,,,,Art,,0.497500658,,,,,,,,,,,,,
1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,Here's the last of 2400 giant panels for Apple Campus 2... Thanks to the innovative glass makers at seele in Augsburg!... ,English,16,1.200000048,positive,,,,,,,,,,,,,,,,,,Art,Retro_style,0.684371412,,,,,,,,,,,,,
1ca29f13-0dec-4930-80a3-d4bc7cb2633e,Here's the last of 2400 giant panels for Apple Campus 2. Thanks to the innovative glass makers at seele in Augsburg! http://t.co/bZVe3dIGL0,Here's the last of 2400 giant panels for Apple Campus 2... Thanks to the innovative glass makers at seele in Augsburg!... ,English,16,1.200000048,positive,,,,,,,,,,,,,,,,,,Art,Beadwork,0.540755868,,,,,,,,,,,,,
eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,His 50-year march for justice and equality inspires us... ,English,12,0.636875033,positive,,,,,inspires,0.720000029,positive,, @RepJohnLewis,Person,0,neutral,2,year march,0.678437531,positive,4,,,,,,,,,,,,,,,,
eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,His 50-year march for justice and equality inspires us... ,English,12,0.636875033,positive,,,,,Honored,0.553749979,positive,,Apple,Company,0,neutral,2,,,,,,,,,,,,,,,,,,,,
eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,His 50-year march for justice and equality inspires us... ,English,12,0.636875033,positive,,,,,,,,, @MARCHTrilogy,Person,0,neutral,2,,,,,,,,,,,,,,,,,,,,
eee840d5-b766-4437-a280-edd6dbd642a5,Honored to host @RepJohnLewis at Apple today. His 50-year march for justice and equality inspires us. @MARCHTrilogy http://t.co/I5ye7OdIDi,His 50-year march for justice and equality inspires us... ,English,12,0.636875033,positive,,,,,,,,,  http://t.co/I5ye7OdIDi,Regex,0,neutral,0,,,,,,,,,,,,,,,,,,,,
2115d453-2904-4eaf-8ea5-7567c70d81b4,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""","Remembering Abraham Lincoln on  #PresidentsDay, ""The best way to predict the future is to create it.""... ",English,14,0.163333341,neutral,,,,,best,0.49000001,positive,, #PresidentsDay,Pattern,0.245000005,neutral,7,,,,,,,,,,,,,,,,,,,,
2115d453-2904-4eaf-8ea5-7567c70d81b4,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""","Remembering Abraham Lincoln on  #PresidentsDay, ""The best way to predict the future is to create it.""... ",English,14,0.163333341,neutral,,,,,,,,,Abraham Lincoln,Person,0,neutral,4,,,,,,,,,,,,,,,,,,,,
2115d453-2904-4eaf-8ea5-7567c70d81b4,"Remembering Abraham Lincoln on #PresidentsDay, ""The best way to predict the future is to create it.""","Remembering Abraham Lincoln on  #PresidentsDay, ""The best way to predict the future is to create it.""... ",English,14,0.163333341,neutral,,,,,,,,,"""The best way to predict the future is to create it.""",Quote,0.49000001,neutral,4,,,,,,,,,,,,,,,,,,,,
e6324807-a321-4475-8aa9-42873510c06c,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,Congratulations to  #Coach1K on becoming the first D-1 coach with 1000 wins!... Historic and inspiring!... ,English,9,1.027701259,positive,,,and,,inspiring,1.200000048,positive,, #Coach1K,Pattern,0.88310349,positive,5,,,,,,,,,,,,,,,,,,,,
e6324807-a321-4475-8aa9-42873510c06c,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,Congratulations to  #Coach1K on becoming the first D-1 coach with 1000 wins!... Historic and inspiring!... ,English,9,1.027701259,positive,,,,,Congratulations,1,positive,, @dukebasketball,Person,0,neutral,2,,,,,,,,,,,,,,,,,,,,
e6324807-a321-4475-8aa9-42873510c06c,Congratulations to #Coach1K on becoming the first D-1 coach with 1000 wins! Historic and inspiring! @dukebasketball @dukeblueplanet,Congratulations to  #Coach1K on becoming the first D-1 coach with 1000 wins!... Historic and inspiring!... ,English,9,1.027701259,positive,,,,,wins,0.88310349,positive,, @dukeblueplanet,Person,0,neutral,2,,,,,,,,,,,,,,,,,,,,
4ae08cbc-2027-4247-92c3-6f05f1902b4b,"Starting Something New in Hangzhou, China! #AppleStoreWestLake http://t.co/8L5gVKfLjn","Starting Something New in Hangzhou, China!... ",English,7,0,neutral,,,,,,,,, #AppleStoreWestLake,Pattern,0,neutral,2,Starting Something,0,neutral,4,,,,,,,,,,,,,,,,
4ae08cbc-2027-4247-92c3-6f05f1902b4b,"Starting Something New in Hangzhou, China! #AppleStoreWestLake http://t.co/8L5gVKfLjn","Starting Something New in Hangzhou, China!... ",English,7,0,neutral,,,,,,,,,  http://t.co/8L5gVKfLjn,Regex,0,neutral,0,,,,,,,,,,,,,,,,,,,,
fdc2ae9d-9052-4b08-a15a-23cbf10ec780,Congratulations to @levie and the Box team on their IPO and for creating a great company!,Congratulations to  @levie and the Box team on their IPO and for creating a great company!... ,English,12,0.99000001,positive,,,,,Congratulations,1,positive,, @levie,Person,0.980000019,positive,7,great company,0.49000001,neutral,4,,,,Business,0.572117329,0.99000001,positive,,,,,,,,,
fdc2ae9d-9052-4b08-a15a-23cbf10ec780,Congratulations to @levie and the Box team on their IPO and for creating a great company!,Congratulations to  @levie and the Box team on their IPO and for creating a great company!... ,English,12,0.99000001,positive,,,,,great company,0.980000019,positive,,,,,,,,,,,,,,,,,,,,,,,,,,
54cad5d8-61e5-4d7c-8a81-73307389b192,"Timeless words from #MLK,  “Our lives begin to end the day we become silent about things that matter.”","Timeless words from  #MLK, “Our lives begin to end the day we become silent about things that matter.”... ",English,12,0,neutral,,,,,,,,Timeless words, #MLK,Pattern,0,neutral,4,Timeless words,0,neutral,4,,,,,,,,,,,,,,,,
54cad5d8-61e5-4d7c-8a81-73307389b192,"Timeless words from #MLK,  “Our lives begin to end the day we become silent about things that matter.”","Timeless words from  #MLK, “Our lives begin to end the day we become silent about things that matter.”... ",English,12,0,neutral,,,,,,,,,“Our lives begin to end the day we become silent about things that matter.”,Quote,0,neutral,4,,,,,,,,,,,,,,,,,,,,
cb62f480-d9a4-40b9-bed5-530be8daf944,#MLK:There comes a time when one must take a position that is neither safe nor politic nor popular but he must take it because..it is right., #MLK:There comes a time when one must take a position that is neither safe nor politic nor popular but he must take it because... .it is right... ,English,23,-0.600000024,negative,,,,nor,safe,-0.600000024,negative,, #MLK:There,Pattern,0,neutral,2,neither safe,-0.600000024,negative,4,,,,,,,,,,,,,,,,
cb62f480-d9a4-40b9-bed5-530be8daf944,#MLK:There comes a time when one must take a position that is neither safe nor politic nor popular but he must take it because..it is right., #MLK:There comes a time when one must take a position that is neither safe nor politic nor popular but he must take it because... .it is right... ,English,23,-0.600000024,negative,,,,nor,popular,-0.600000024,negative,,,,,,,,,,,,,,,,,,,,,,,,,,
c8d379ba-5f7b-4feb-b1ce-b018997a24d9,"Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple http://t.co/ngqL0bym8y","Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple   http://t.co/ngqL0bym8y... ",English,8,0.485000014,positive,,,,,Honoring,0.485000014,positive,,Martin Luther King,Person,0,neutral,4,,,,,,,,,,,,,,,,,,,,
c8d379ba-5f7b-4feb-b1ce-b018997a24d9,"Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple http://t.co/ngqL0bym8y","Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple   http://t.co/ngqL0bym8y... ",English,8,0.485000014,positive,,,,,,,,, #MLK,Pattern,0,neutral,4,,,,,,,,,,,,,,,,,,,,
c8d379ba-5f7b-4feb-b1ce-b018997a24d9,"Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple http://t.co/ngqL0bym8y","Honoring the life and legacy of Dr. Martin Luther King, Jr.  #MLK Apple   http://t.co/ngqL0bym8y... ",English,8,0.485000014,positive,,,,,,,,,  http://t.co/ngqL0bym8y,Regex,0,neutral,0,,,,,,,,,,,,,,,,,,,,
8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,Marching in spirit with my friends in France in the march against terror at the  #UnityRally... An attack on one is an attack on all... ,English,21,0.420000017,positive,,,,against,terror,0.900000036,positive,,France,Place,0.633333385,positive,7,,,,,,,,War,0.546649516,0.420000017,neutral,,,,,,,,,
8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,Marching in spirit with my friends in France in the march against terror at the  #UnityRally... An attack on one is an attack on all... ,English,21,0.420000017,positive,,,,, #UnityRally,0.720000029,positive,, #UnityRally,Pattern,0.633333385,positive,7,,,,,,,,,,,,,,,,,,,,
8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,Marching in spirit with my friends in France in the march against terror at the  #UnityRally... An attack on one is an attack on all... ,English,21,0.420000017,positive,,,,,friends,0.660000026,positive,,,,,,,,,,,,,,,,,,,,,,,,,,
8503af6c-5b38-4ac7-b529-4607c44c59f2,Marching in spirit with my friends in France in the march against terror at the #UnityRally. An attack on one is an attack on all.,Marching in spirit with my friends in France in the march against terror at the  #UnityRally... An attack on one is an attack on all... ,English,21,0.420000017,positive,,,,,attack,-0.600000024,negative,,,,,,,,,,,,,,,,,,,,,,,,,,
74b6a353-0747-4e52-9b43-070b7bed329d,"In celebration of our customers, check out some of their amazing work:  Apple - Start Something New https://t.co/InCGWKHT0Z","In celebration of our customers, check out some of their amazing work: Apple - Start Something New https://t.co/InCGWKHT0Z... ",English,17,0.605640054,positive,,,In,,celebration,0.623280048,positive,,https://t.co/InCGWKHT0Z,Regex,0,neutral,0,amazing work,0.49000001,neutral,4,,,,Art,0.697161615,0.605640054,positive,,,,,,,,,
74b6a353-0747-4e52-9b43-070b7bed329d,"In celebration of our customers, check out some of their amazing work:  Apple - Start Something New https://t.co/InCGWKHT0Z","In celebration of our customers, check out some of their amazing work: Apple - Start Something New https://t.co/InCGWKHT0Z... ",English,17,0.605640054,positive,,,,,amazing,0.588000059,positive,,,,,,,,,,,,,,,,,,,,,,,,,,
e010c748-f9a9-4c89-aa17-69d3ebf4584d,We're proud to create 1M+ US jobs in all 50 states and ring in another record-breaking year for developers globally. http://t.co/kQeHQVCGou,We're proud to create 1M+ US jobs in all 50 states and ring in another record-breaking year for developers globally... ,English,17,0.027500004,neutral,,,,,proud,0.600000024,positive,,  http://t.co/kQeHQVCGou,Regex,0,neutral,0,record-breaking year,-0.545000017,negative,4,,,,,,,,,,,,,,,,
e010c748-f9a9-4c89-aa17-69d3ebf4584d,We're proud to create 1M+ US jobs in all 50 states and ring in another record-breaking year for developers globally. http://t.co/kQeHQVCGou,We're proud to create 1M+ US jobs in all 50 states and ring in another record-breaking year for developers globally... ,English,17,0.027500004,neutral,,,,,record-breaking,-0.545000017,negative,,,,,,,,,,,,,,,,,,,,,,,,,,
f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.","Running errands this afternoon and using  #ApplePay... Thanks  @Walgreens,  @WholeFoods,  @Staples for valuing security, privacy, and simplicity... ",English,6,0.480000019,positive,,,,,security,0.5,positive,, @WholeFoods,Person,0.480000019,neutral,7,Running errands,0.24000001,neutral,4,Security,,0.747009099,,,,,,,,,,,,,
f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.","Running errands this afternoon and using  #ApplePay... Thanks  @Walgreens,  @WholeFoods,  @Staples for valuing security, privacy, and simplicity... ",English,6,0.480000019,positive,,,and,,simplicity,0.49000001,positive,, @Staples,Person,0.480000019,neutral,7,valuing security,0.475000024,neutral,4,Security,Computer_security_procedures,0.558775246,,,,,,,,,,,,,
f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.","Running errands this afternoon and using  #ApplePay... Thanks  @Walgreens,  @WholeFoods,  @Staples for valuing security, privacy, and simplicity... ",English,6,0.480000019,positive,,,,,valuing,0.450000018,positive,, #ApplePay,Pattern,0,neutral,2,,,,,Security,Information_Risk_Management,0.451756716,,,,,,,,,,,,,
f55f7598-97e4-45bd-8a85-9739f4da8031,"Running errands this afternoon and using #ApplePay. Thanks  @Walgreens, @WholeFoods, @Staples for valuing security, privacy, and simplicity.","Running errands this afternoon and using  #ApplePay... Thanks  @Walgreens,  @WholeFoods,  @Staples for valuing security, privacy, and simplicity... ",English,6,0.480000019,positive,,,,,,,,, @Walgreens,Person,0,neutral,2,,,,,,,,,,,,,,,,,,,,
f73acae2-4a7a-4098-815c-da144c6ae093,#HappyNewYear Everyone!  Spending the day with my nephew watching football  and creating my list of resolutions for 2015.,Spending the day with my nephew watching football and creating my list of resolutions for 2015... ,English,11,0.5,positive,,,,, #HappyNewYear,1,positive,, #HappyNewYear,Pattern,1,positive,6,watching football,0.25,neutral,4,,,,,,,,Sports,,0,neutral,1,,,,
80719c20-635b-42fa-a85e-4bfbe5d85ecb,Happy Holidays from all of us at Apple!  Apple - From one gift come many http://t.co/7WY97Rb0ej,Happy Holidays from all of us at Apple!... Apple - From one gift come many   http://t.co/7WY97Rb0ej... ,English,14,0.800000012,positive,,,,,Happy Holidays,0.800000012,positive,,Apple,Company,0,neutral,2,Happy Holidays,0.400000006,neutral,4,,,,,,,,,,,,,,,,
80719c20-635b-42fa-a85e-4bfbe5d85ecb,Happy Holidays from all of us at Apple!  Apple - From one gift come many http://t.co/7WY97Rb0ej,Happy Holidays from all of us at Apple!... Apple - From one gift come many   http://t.co/7WY97Rb0ej... ,English,14,0.800000012,positive,,,,,,,,,  http://t.co/7WY97Rb0ej,Regex,0,neutral,0,,,,,,,,,,,,,,,,,,,,
9b31a21f-0b9a-4e10-9528-279feb1cdd45,"Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXFs80nNwy","Here come the most enterprising apps ever!... IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps   http://t.co/vXFs80nNwy... ",English,11,1.545600057,positive,,,most,,enterprising,1.545600057,positive,,Apple - Business - Mobile,Product,0,neutral,2,enterprising apps,0.643999994,positive,4,,,,Software and Internet,0.484442264,1.545600057,positive,,,,,,,,,
9b31a21f-0b9a-4e10-9528-279feb1cdd45,"Here come the most enterprising apps ever! IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps http://t.co/vXFs80nNwy","Here come the most enterprising apps ever!... IBM MobileFirst for iOS, Apple - Business - Mobile Enterprise Apps   http://t.co/vXFs80nNwy... ",English,11,1.545600057,positive,,,,,,,,,  http://t.co/vXFs80nNwy,Regex,0,neutral,0,,,,,,,,,,,,,,,,,,,,
259dbc6c-7c5f-46ac-8fe4-a261d309c886,"On #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal"".","On  #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal""... ",English,14,0.266499996,positive,,,,,self evident,0.400000006,positive,Founding Fathers, #HumanRightsDay,Pattern,0,neutral,4,Founding Fathers vision,0.266499996,neutral,4,,,,,,,,,,,,,,,,
259dbc6c-7c5f-46ac-8fe4-a261d309c886,"On #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal"".","On  #HumanRightsDay, let us commit to our Founding Fathers vision, ""we hold these truths to be self evident, that all men are created equal""... ",English,14,0.266499996,positive,,,,,truths,0.399499953,positive,,"""we hold these truths to be self evident, that all men are created equal""",Quote,0.399749994,neutral,4,,,,,,,,,,,,,,,,,,,,
98bfa6c3-96e2-45e1-9572-55684a661e46,Join us for the #HourofCode. Create something. Apple Retail Store - Hour of Code Workshop http://t.co/WBpwa17IXt,Join us for the  #HourofCode... Apple Retail Store - Hour of Code Workshop   http://t.co/WBpwa17IXt... ,English,12,0,neutral,,,,,,,,, #HourofCode,Pattern,0,neutral,2,,,,,,,,,,,,,,,,,,,,
98bfa6c3-96e2-45e1-9572-55684a661e46,Join us for the #HourofCode. Create something. Apple Retail Store - Hour of Code Workshop http://t.co/WBpwa17IXt,Join us for the  #HourofCode... Apple Retail Store - Hour of Code Workshop   http://t.co/WBpwa17IXt... ,English,12,0,neutral,,,,,,,,,  http://t.co/WBpwa17IXt,Regex,0,neutral,0,,,,,,,,,,,,,,,,,,,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c…,RT  @debdugan: Proud to spend  #WorldAIDSDay with  @tim_cook here at Apple Georgetown...  #ThankYouApple $75MM &amp; counting... ,English,7,0.200000003,neutral,,,,,Proud,0.600000024,positive,, @debdugan,Person,0.600000024,positive,5,,,,,,,,,,,,,,,,,,,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c…,RT  @debdugan: Proud to spend  #WorldAIDSDay with  @tim_cook here at Apple Georgetown...  #ThankYouApple $75MM &amp; counting... ,English,7,0.200000003,neutral,,,,,,,,, #WorldAIDSDay,Pattern,0.300000012,neutral,5,,,,,,,,,,,,,,,,,,,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c…,RT  @debdugan: Proud to spend  #WorldAIDSDay with  @tim_cook here at Apple Georgetown...  #ThankYouApple $75MM &amp; counting... ,English,7,0.200000003,neutral,,,,,,,,, @tim_cook,Person,0.300000012,neutral,5,,,,,,,,,,,,,,,,,,,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c…,RT  @debdugan: Proud to spend  #WorldAIDSDay with  @tim_cook here at Apple Georgetown...  #ThankYouApple $75MM &amp; counting... ,English,7,0.200000003,neutral,,,,,,,,, #ThankYouApple,Pattern,0,neutral,2,,,,,,,,,,,,,,,,,,,,
60539355-515c-46ac-9f57-be1e1a2d7ca1,RT @debdugan: Proud to spend #WorldAIDSDay with @tim_cook here at Apple Georgetown. #ThankYouApple $75MM &amp; counting. #AppsforRED http://t.c…,RT  @debdugan: Proud to spend  #WorldAIDSDay with  @tim_cook here at Apple Georgetown...  #ThankYouApple $75MM &amp; counting... ,English,7,0.200000003,neutral,,,,,,,,, #AppsforRED,Pattern,0,neutral,2,,,,,,,,,,,,,,,,,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,Apple stores around the world are RED today for  #WorldAIDSDay... Great to visit in Georgetown with  @RED CEO  @debdugan   http://t.co/Ogq2yNM5hp... ,English,18,0,neutral,,,,,,,,RED today,Apple,Company,0,neutral,2,RED today,0,neutral,4,Food,,0.566360474,Fashion,0.454567641,0,neutral,Business,,0,neutral,1,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,Apple stores around the world are RED today for  #WorldAIDSDay... Great to visit in Georgetown with  @RED CEO  @debdugan   http://t.co/Ogq2yNM5hp... ,English,18,0,neutral,,,,,,,,, #WorldAIDSDay,Pattern,0,neutral,2,,,,,Food,Convenience_stores,0.611156523,,,,,,,,,,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,Apple stores around the world are RED today for  #WorldAIDSDay... Great to visit in Georgetown with  @RED CEO  @debdugan   http://t.co/Ogq2yNM5hp... ,English,18,0,neutral,,,,,,,,,Georgetown,Place,0,neutral,2,,,,,Food,Health_food_stores,0.505669951,,,,,,,,,,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,Apple stores around the world are RED today for  #WorldAIDSDay... Great to visit in Georgetown with  @RED CEO  @debdugan   http://t.co/Ogq2yNM5hp... ,English,18,0,neutral,,,,,,,,, @RED,Person,0,neutral,2,,,,,Business,,0.516639709,,,,,,,,,,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,Apple stores around the world are RED today for  #WorldAIDSDay... Great to visit in Georgetown with  @RED CEO  @debdugan   http://t.co/Ogq2yNM5hp... ,English,18,0,neutral,,,,,,,,,CEO,Job Title,0,neutral,2,,,,,Business,Variety_stores,0.546164811,,,,,,,,,,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,Apple stores around the world are RED today for  #WorldAIDSDay... Great to visit in Georgetown with  @RED CEO  @debdugan   http://t.co/Ogq2yNM5hp... ,English,18,0,neutral,,,,,,,,,,,,,,,,,,Business,Discount_stores,0.531951427,,,,,,,,,,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,Apple stores around the world are RED today for  #WorldAIDSDay... Great to visit in Georgetown with  @RED CEO  @debdugan   http://t.co/Ogq2yNM5hp... ,English,18,0,neutral,,,,,,,,,,,,,,,,,,Business,Franchises,0.509673893,,,,,,,,,,,,,
bbd97089-26a3-4934-a97d-4b32058b891d,Apple stores around the world are RED today for #WorldAIDSDay. Great to visit in Georgetown with @RED CEO @debdugan http://t.co/Ogq2yNM5hp,Apple stores around the world are RED today for  #WorldAIDSDay... Great to visit in Georgetown with  @RED CEO  @debdugan   http://t.co/Ogq2yNM5hp... ,English,18,0,neutral,,,,,,,,,,,,,,,,,,Business,Department_stores,0.457894295,,,,,,,,,,,,,
8cbde525-18a7-4ada-a558-e0f4b38a1f96,Grateful to be a small part of the Apple community. #HappyThanksgiving,Grateful to be a small part of the Apple community... ,English,12,0.293884009,positive,,,,, #HappyThanksgiving,0.5,positive,, #HappyThanksgiving,Pattern,0.5,neutral,6,small part,-0.108347997,neutral,4,,,,,,,,,,,,,,,,
8cbde525-18a7-4ada-a558-e0f4b38a1f96,Grateful to be a small part of the Apple community. #HappyThanksgiving,Grateful to be a small part of the Apple community... ,English,12,0.293884009,positive,,,,,Grateful,0.49000001,positive,,,,,,,,,,,,,,,,,,,,,,,,,,
8cbde525-18a7-4ada-a558-e0f4b38a1f96,Grateful to be a small part of the Apple community. #HappyThanksgiving,Grateful to be a small part of the Apple community... ,English,12,0.293884009,positive,,,,,small part,-0.108347997,negative,,,,,,,,,,,,,,,,,,,,,,,,,,
